id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US22017,"Caddo Parish, Louisiana",23.5,8.6,96.6,55.9,Caddo Parish, Louisiana
0500000US22019,"Calcasieu Parish, Louisiana",22.3,7.9,93.2,59.3,Calcasieu Parish, Louisiana
0500000US22021,"Caldwell Parish, Louisiana",13.8,6.3,97.2,78.4,Caldwell Parish, Louisiana
0500000US22023,"Cameron Parish, Louisiana",12.7,9.5,89.2,65.9,Cameron Parish, Louisiana
0500000US22025,"Catahoula Parish, Louisiana",13.8,4.8,98.9,53.1,Catahoula Parish, Louisiana
0500000US22027,"Claiborne Parish, Louisiana",12.8,5.8,99.1,74.3,Claiborne Parish, Louisiana
0500000US22029,"Concordia Parish, Louisiana",14.1,5.8,97.2,80.7,Concordia Parish, Louisiana
0500000US22031,"De Soto Parish, Louisiana",14.8,7.1,97.9,38.5,De Soto Parish, Louisiana
0500000US22033,"East Baton Rouge Parish, Louisiana",34.9,6.0,91.7,62.4,East Baton Rouge Parish, Louisiana
0500000US22035,"East Carroll Parish, Louisiana",8.9,3.3,97.7,45.2,East Carroll Parish, Louisiana
0500000US22037,"East Feliciana Parish, Louisiana",12.7,5.0,97.2,52.9,East Feliciana Parish, Louisiana
0500000US22039,"Evangeline Parish, Louisiana",11.6,4.6,81.1,93.2,Evangeline Parish, Louisiana
0500000US22041,"Franklin Parish, Louisiana",12.0,5.6,99.0,65.4,Franklin Parish, Louisiana
0500000US22043,"Grant Parish, Louisiana",8.5,8.8,93.5,84.7,Grant Parish, Louisiana
0500000US22045,"Iberia Parish, Louisiana",13.6,5.2,89.7,60.6,Iberia Parish, Louisiana
0500000US22047,"Iberville Parish, Louisiana",13.9,4.7,96.4,44.2,Iberville Parish, Louisiana
0500000US22049,"Jackson Parish, Louisiana",14.0,8.3,97.5,62.9,Jackson Parish, Louisiana
0500000US22051,"Jefferson Parish, Louisiana",26.8,6.1,82.2,60.4,Jefferson Parish, Louisiana
0500000US22053,"Jefferson Davis Parish, Louisiana",16.9,7.0,92.6,45.4,Jefferson Davis Parish, Louisiana
0500000US22055,"Lafayette Parish, Louisiana",33.0,6.4,89.9,67.4,Lafayette Parish, Louisiana
0500000US22057,"Lafourche Parish, Louisiana",16.9,5.1,86.1,66.5,Lafourche Parish, Louisiana
0500000US22059,"LaSalle Parish, Louisiana",13.6,6.4,98.1,88.4,LaSalle Parish, Louisiana
0500000US22061,"Lincoln Parish, Louisiana",35.6,5.9,95.1,71.2,Lincoln Parish, Louisiana
0500000US22063,"Livingston Parish, Louisiana",19.7,7.1,95.7,59.3,Livingston Parish, Louisiana
0500000US22065,"Madison Parish, Louisiana",12.8,5.9,96.9,12.2,Madison Parish, Louisiana
0500000US22067,"Morehouse Parish, Louisiana",13.0,5.7,99.0,32.0,Morehouse Parish, Louisiana
0500000US22069,"Natchitoches Parish, Louisiana",19.0,5.8,97.7,34.5,Natchitoches Parish, Louisiana
0500000US22071,"Orleans Parish, Louisiana",37.6,5.2,91.7,53.0,Orleans Parish, Louisiana
0500000US22073,"Ouachita Parish, Louisiana",24.2,7.3,97.0,49.9,Ouachita Parish, Louisiana
0500000US22075,"Plaquemines Parish, Louisiana",19.1,8.5,89.6,44.2,Plaquemines Parish, Louisiana
0500000US22077,"Pointe Coupee Parish, Louisiana",14.9,5.8,96.0,48.6,Pointe Coupee Parish, Louisiana
0500000US22079,"Rapides Parish, Louisiana",20.9,9.7,94.8,50.7,Rapides Parish, Louisiana
0500000US22081,"Red River Parish, Louisiana",13.9,6.5,99.1,100.0,Red River Parish, Louisiana
0500000US22083,"Richland Parish, Louisiana",13.2,5.3,97.3,20.0,Richland Parish, Louisiana
0500000US22085,"Sabine Parish, Louisiana",13.3,8.3,97.4,69.7,Sabine Parish, Louisiana
0500000US22087,"St. Bernard Parish, Louisiana",11.6,4.9,90.7,53.9,St. Bernard Parish, Louisiana
0500000US22089,"St. Charles Parish, Louisiana",25.3,6.9,92.9,41.2,St. Charles Parish, Louisiana
0500000US22091,"St. Helena Parish, Louisiana",16.7,5.5,96.3,88.2,St. Helena Parish, Louisiana
0500000US22093,"St. James Parish, Louisiana",16.3,4.9,97.5,82.2,St. James Parish, Louisiana
0500000US22095,"St. John the Baptist Parish, Louisiana",15.9,6.5,93.2,48.7,St. John the Baptist Parish, Louisiana
0500000US22097,"St. Landry Parish, Louisiana",14.8,4.9,92.0,64.6,St. Landry Parish, Louisiana
0500000US22099,"St. Martin Parish, Louisiana",14.5,5.4,83.6,64.5,St. Martin Parish, Louisiana
0500000US22101,"St. Mary Parish, Louisiana",10.2,5.5,91.5,68.3,St. Mary Parish, Louisiana
0500000US22103,"St. Tammany Parish, Louisiana",33.8,8.7,93.4,52.5,St. Tammany Parish, Louisiana
0500000US22105,"Tangipahoa Parish, Louisiana",20.0,6.9,95.7,58.6,Tangipahoa Parish, Louisiana
0500000US22107,"Tensas Parish, Louisiana",11.4,4.5,97.4,30.0,Tensas Parish, Louisiana
0500000US22109,"Terrebonne Parish, Louisiana",15.6,6.0,90.2,62.1,Terrebonne Parish, Louisiana
0500000US22111,"Union Parish, Louisiana",17.2,6.7,97.4,81.7,Union Parish, Louisiana
0500000US22113,"Vermilion Parish, Louisiana",14.2,7.4,84.3,60.9,Vermilion Parish, Louisiana
0500000US22115,"Vernon Parish, Louisiana",17.5,17.9,91.9,35.3,Vernon Parish, Louisiana
0500000US22117,"Washington Parish, Louisiana",11.6,8.6,95.7,62.3,Washington Parish, Louisiana
0500000US22119,"Webster Parish, Louisiana",15.4,7.4,98.0,36.6,Webster Parish, Louisiana
0500000US22121,"West Baton Rouge Parish, Louisiana",22.0,6.1,96.8,79.2,West Baton Rouge Parish, Louisiana
0500000US22123,"West Carroll Parish, Louisiana",11.7,5.2,95.3,26.5,West Carroll Parish, Louisiana
0500000US22125,"West Feliciana Parish, Louisiana",24.2,7.9,96.7,71.0,West Feliciana Parish, Louisiana
0500000US22127,"Winn Parish, Louisiana",13.9,5.7,98.2,64.2,Winn Parish, Louisiana
0500000US23001,"Androscoggin County, Maine",22.8,10.1,89.6,46.1,Androscoggin County, Maine
0500000US23003,"Aroostook County, Maine",19.2,11.0,85.0,32.2,Aroostook County, Maine
0500000US23005,"Cumberland County, Maine",47.6,7.2,92.7,43.3,Cumberland County, Maine
0500000US23007,"Franklin County, Maine",24.8,11.2,98.0,42.8,Franklin County, Maine
0500000US23009,"Hancock County, Maine",34.1,10.1,96.6,54.0,Hancock County, Maine
0500000US23011,"Kennebec County, Maine",28.1,9.9,95.6,45.8,Kennebec County, Maine
0500000US23013,"Knox County, Maine",33.5,9.0,96.8,48.6,Knox County, Maine
0500000US23015,"Lincoln County, Maine",33.5,11.5,97.3,35.2,Lincoln County, Maine
0500000US23017,"Oxford County, Maine",19.2,10.2,97.1,46.8,Oxford County, Maine
0500000US23019,"Penobscot County, Maine",27.7,9.1,95.7,46.7,Penobscot County, Maine
0500000US23021,"Piscataquis County, Maine",18.4,12.6,96.6,65.2,Piscataquis County, Maine
0500000US23023,"Sagadahoc County, Maine",36.4,12.9,95.4,43.7,Sagadahoc County, Maine
0500000US23025,"Somerset County, Maine",16.5,10.6,96.9,42.7,Somerset County, Maine
0500000US23027,"Waldo County, Maine",31.4,10.3,96.1,46.4,Waldo County, Maine
0500000US23029,"Washington County, Maine",22.0,11.8,94.0,45.0,Washington County, Maine
0500000US23031,"York County, Maine",32.5,10.2,93.4,39.8,York County, Maine
0500000US24001,"Allegany County, Maryland",18.9,8.5,96.0,53.0,Allegany County, Maryland
0500000US24003,"Anne Arundel County, Maryland",41.7,11.9,88.6,44.3,Anne Arundel County, Maryland
0500000US24005,"Baltimore County, Maryland",39.4,6.5,85.2,46.3,Baltimore County, Maryland
0500000US24009,"Calvert County, Maryland",32.4,12.6,95.8,35.5,Calvert County, Maryland
0500000US24011,"Caroline County, Maryland",18.4,8.9,91.7,68.9,Caroline County, Maryland
0500000US24013,"Carroll County, Maryland",36.4,8.3,95.0,38.6,Carroll County, Maryland
0500000US24015,"Cecil County, Maryland",23.9,8.9,94.5,47.0,Cecil County, Maryland
0500000US24017,"Charles County, Maryland",28.9,13.5,91.8,38.8,Charles County, Maryland
0500000US24019,"Dorchester County, Maryland",21.2,8.4,93.7,59.0,Dorchester County, Maryland
0500000US24021,"Frederick County, Maryland",41.4,8.3,85.4,45.5,Frederick County, Maryland
0500000US24023,"Garrett County, Maryland",20.9,8.5,96.9,37.5,Garrett County, Maryland
0500000US24025,"Harford County, Maryland",36.7,9.9,92.6,29.3,Harford County, Maryland
0500000US24027,"Howard County, Maryland",62.6,7.4,74.6,38.7,Howard County, Maryland
0500000US24029,"Kent County, Maryland",35.1,8.5,93.8,71.8,Kent County, Maryland
0500000US24031,"Montgomery County, Maryland",58.9,5.1,58.8,45.7,Montgomery County, Maryland
0500000US24033,"Prince George's County, Maryland",33.1,7.8,72.7,57.1,Prince George's County, Maryland
0500000US24035,"Queen Anne's County, Maryland",36.5,9.4,94.4,50.2,Queen Anne's County, Maryland
0500000US24037,"St. Mary's County, Maryland",31.9,12.5,92.7,45.9,St. Mary's County, Maryland
0500000US24039,"Somerset County, Maryland",14.4,7.0,94.1,40.5,Somerset County, Maryland
0500000US24041,"Talbot County, Maryland",40.6,10.6,92.2,56.8,Talbot County, Maryland
0500000US24043,"Washington County, Maryland",21.9,9.0,92.5,45.9,Washington County, Maryland
0500000US24045,"Wicomico County, Maryland",27.2,8.0,88.8,63.7,Wicomico County, Maryland
0500000US24047,"Worcester County, Maryland",29.0,10.3,94.5,51.3,Worcester County, Maryland
0500000US24510,"Baltimore city, Maryland",31.9,5.8,90.1,58.9,Baltimore city, Maryland
0500000US25001,"Barnstable County, Massachusetts",43.4,9.6,90.9,44.0,Barnstable County, Massachusetts
0500000US25003,"Berkshire County, Massachusetts",33.6,8.0,92.1,41.3,Berkshire County, Massachusetts
0500000US25005,"Bristol County, Massachusetts",28.7,6.5,78.8,35.6,Bristol County, Massachusetts
0500000US25007,"Dukes County, Massachusetts",44.9,6.6,87.5,42.9,Dukes County, Massachusetts
0500000US25009,"Essex County, Massachusetts",39.9,5.3,73.5,45.5,Essex County, Massachusetts
0500000US25011,"Franklin County, Massachusetts",37.3,8.6,93.4,46.8,Franklin County, Massachusetts
0500000US25013,"Hampden County, Massachusetts",27.1,6.7,74.3,38.1,Hampden County, Massachusetts
0500000US25015,"Hampshire County, Massachusetts",48.3,6.0,87.3,54.0,Hampshire County, Massachusetts
0500000US25017,"Middlesex County, Massachusetts",56.3,4.5,73.5,50.2,Middlesex County, Massachusetts
0500000US25019,"Nantucket County, Massachusetts",52.8,5.6,88.3,62.1,Nantucket County, Massachusetts
0500000US25021,"Norfolk County, Massachusetts",53.6,5.3,77.8,40.6,Norfolk County, Massachusetts
0500000US25023,"Plymouth County, Massachusetts",37.6,7.1,86.4,38.4,Plymouth County, Massachusetts
0500000US25025,"Suffolk County, Massachusetts",46.1,2.9,60.1,52.3,Suffolk County, Massachusetts
0500000US25027,"Worcester County, Massachusetts",36.4,6.7,80.3,45.5,Worcester County, Massachusetts
0500000US26001,"Alcona County, Michigan",16.9,14.7,97.8,37.5,Alcona County, Michigan
0500000US26003,"Alger County, Michigan",17.4,10.9,98.5,50.6,Alger County, Michigan
0500000US26005,"Allegan County, Michigan",22.6,5.6,94.0,59.4,Allegan County, Michigan
0500000US26007,"Alpena County, Michigan",18.0,11.0,97.0,44.5,Alpena County, Michigan
0500000US26009,"Antrim County, Michigan",28.8,10.6,97.7,44.7,Antrim County, Michigan
0500000US26011,"Arenac County, Michigan",12.6,9.7,98.2,30.1,Arenac County, Michigan
0500000US26013,"Baraga County, Michigan",15.8,8.9,96.8,44.4,Baraga County, Michigan
0500000US26015,"Barry County, Michigan",21.1,8.4,97.5,52.1,Barry County, Michigan
0500000US26017,"Bay County, Michigan",19.3,9.2,97.9,40.3,Bay County, Michigan
0500000US26019,"Benzie County, Michigan",30.3,11.3,96.3,27.7,Benzie County, Michigan
0500000US26021,"Berrien County, Michigan",27.8,7.9,92.4,57.8,Berrien County, Michigan
0500000US26023,"Branch County, Michigan",14.4,8.1,91.9,62.7,Branch County, Michigan
0500000US26025,"Calhoun County, Michigan",21.0,9.1,93.6,59.9,Calhoun County, Michigan
0500000US26027,"Cass County, Michigan",19.2,8.7,96.8,52.0,Cass County, Michigan
0500000US26029,"Charlevoix County, Michigan",31.1,9.1,97.1,44.2,Charlevoix County, Michigan
0500000US26031,"Cheboygan County, Michigan",20.7,11.0,96.7,34.2,Cheboygan County, Michigan
0500000US26033,"Chippewa County, Michigan",21.2,10.2,96.8,53.6,Chippewa County, Michigan
0500000US26035,"Clare County, Michigan",12.6,10.5,94.6,31.4,Clare County, Michigan
0500000US26037,"Clinton County, Michigan",32.1,7.7,95.7,51.8,Clinton County, Michigan
0500000US26039,"Crawford County, Michigan",19.4,12.7,97.6,37.3,Crawford County, Michigan
0500000US26041,"Delta County, Michigan",21.0,10.8,98.1,34.2,Delta County, Michigan
0500000US26043,"Dickinson County, Michigan",25.7,11.3,98.2,39.5,Dickinson County, Michigan
0500000US26045,"Eaton County, Michigan",27.8,7.7,93.3,53.2,Eaton County, Michigan
0500000US26047,"Emmet County, Michigan",33.4,8.7,96.6,42.3,Emmet County, Michigan
0500000US26049,"Genesee County, Michigan",21.2,7.4,96.4,34.4,Genesee County, Michigan
0500000US26051,"Gladwin County, Michigan",13.5,10.6,96.4,18.7,Gladwin County, Michigan
0500000US26053,"Gogebic County, Michigan",19.4,12.2,97.4,35.2,Gogebic County, Michigan
0500000US26055,"Grand Traverse County, Michigan",36.0,8.6,96.1,53.4,Grand Traverse County, Michigan
0500000US26057,"Gratiot County, Michigan",15.4,7.4,96.3,49.0,Gratiot County, Michigan
0500000US26059,"Hillsdale County, Michigan",17.3,8.8,95.7,55.3,Hillsdale County, Michigan
0500000US26061,"Houghton County, Michigan",32.6,7.8,93.7,70.7,Houghton County, Michigan
0500000US26063,"Huron County, Michigan",16.0,8.8,96.3,39.5,Huron County, Michigan
0500000US26065,"Ingham County, Michigan",38.9,5.7,87.3,60.4,Ingham County, Michigan
0500000US26067,"Ionia County, Michigan",16.4,7.3,97.1,44.9,Ionia County, Michigan
0500000US26069,"Iosco County, Michigan",15.9,14.8,96.2,52.9,Iosco County, Michigan
0500000US26071,"Iron County, Michigan",18.5,11.7,97.6,38.8,Iron County, Michigan
0500000US26073,"Isabella County, Michigan",29.1,5.1,94.1,61.6,Isabella County, Michigan
0500000US26075,"Jackson County, Michigan",22.2,8.1,96.9,50.4,Jackson County, Michigan
0500000US26077,"Kalamazoo County, Michigan",38.8,6.4,92.7,58.4,Kalamazoo County, Michigan
0500000US26079,"Kalkaska County, Michigan",11.9,10.5,97.0,62.7,Kalkaska County, Michigan
0500000US26081,"Kent County, Michigan",35.7,5.9,87.5,60.2,Kent County, Michigan
0500000US26083,"Keweenaw County, Michigan",32.0,14.7,98.8,62.9,Keweenaw County, Michigan
0500000US26085,"Lake County, Michigan",11.9,10.6,97.1,55.6,Lake County, Michigan
0500000US26087,"Lapeer County, Michigan",18.3,7.7,95.9,58.6,Lapeer County, Michigan
0500000US26089,"Leelanau County, Michigan",44.7,8.7,95.4,42.6,Leelanau County, Michigan
0500000US26091,"Lenawee County, Michigan",21.0,8.3,95.0,60.4,Lenawee County, Michigan
0500000US26093,"Livingston County, Michigan",35.4,7.3,97.1,33.0,Livingston County, Michigan
0500000US26095,"Luce County, Michigan",18.4,9.9,95.1,56.5,Luce County, Michigan
0500000US26097,"Mackinac County, Michigan",23.3,11.4,95.1,69.3,Mackinac County, Michigan
0500000US26099,"Macomb County, Michigan",24.9,7.0,85.8,34.8,Macomb County, Michigan
0500000US26101,"Manistee County, Michigan",20.3,11.1,96.2,59.0,Manistee County, Michigan
0500000US26103,"Marquette County, Michigan",32.9,10.3,97.1,40.0,Marquette County, Michigan
0500000US26105,"Mason County, Michigan",23.1,9.8,96.4,41.9,Mason County, Michigan
0500000US26107,"Mecosta County, Michigan",22.7,8.2,96.6,62.1,Mecosta County, Michigan
0500000US26109,"Menominee County, Michigan",16.3,11.5,97.9,40.3,Menominee County, Michigan
0500000US26111,"Midland County, Michigan",35.2,7.4,95.6,62.2,Midland County, Michigan
0500000US26113,"Missaukee County, Michigan",14.0,9.4,96.8,63.9,Missaukee County, Michigan
0500000US26115,"Monroe County, Michigan",20.5,8.5,96.7,38.6,Monroe County, Michigan
0500000US26117,"Montcalm County, Michigan",13.3,7.9,96.4,46.1,Montcalm County, Michigan
0500000US26119,"Montmorency County, Michigan",13.7,12.6,98.5,34.7,Montmorency County, Michigan
0500000US26121,"Muskegon County, Michigan",19.7,8.9,96.5,46.9,Muskegon County, Michigan
0500000US26123,"Newaygo County, Michigan",16.6,9.8,94.4,53.1,Newaygo County, Michigan
0500000US26125,"Oakland County, Michigan",47.2,5.5,84.7,48.0,Oakland County, Michigan
0500000US26127,"Oceana County, Michigan",19.5,8.3,87.0,84.6,Oceana County, Michigan
0500000US26129,"Ogemaw County, Michigan",12.2,10.6,98.0,51.3,Ogemaw County, Michigan
0500000US26131,"Ontonagon County, Michigan",16.5,14.7,97.9,34.3,Ontonagon County, Michigan
0500000US26133,"Osceola County, Michigan",14.2,10.9,96.1,31.5,Osceola County, Michigan
0500000US26135,"Oscoda County, Michigan",10.6,11.2,92.2,41.9,Oscoda County, Michigan
0500000US26137,"Otsego County, Michigan",23.6,10.2,98.3,17.5,Otsego County, Michigan
0500000US26139,"Ottawa County, Michigan",34.1,5.9,90.5,45.2,Ottawa County, Michigan
0500000US26141,"Presque Isle County, Michigan",17.9,12.6,95.9,43.8,Presque Isle County, Michigan
0500000US26143,"Roscommon County, Michigan",15.5,12.8,98.4,32.8,Roscommon County, Michigan
0500000US26145,"Saginaw County, Michigan",20.8,8.1,95.5,49.0,Saginaw County, Michigan
0500000US26147,"St. Clair County, Michigan",18.6,9.0,97.0,40.5,St. Clair County, Michigan
0500000US26149,"St. Joseph County, Michigan",16.2,8.7,90.1,70.5,St. Joseph County, Michigan
0500000US26151,"Sanilac County, Michigan",14.2,8.6,94.6,51.3,Sanilac County, Michigan
0500000US26153,"Schoolcraft County, Michigan",15.6,10.1,98.4,23.9,Schoolcraft County, Michigan
0500000US26155,"Shiawassee County, Michigan",17.0,8.9,98.3,43.8,Shiawassee County, Michigan
0500000US26157,"Tuscola County, Michigan",13.5,9.3,97.4,46.4,Tuscola County, Michigan
0500000US26159,"Van Buren County, Michigan",21.7,8.1,90.4,64.6,Van Buren County, Michigan
0500000US26161,"Washtenaw County, Michigan",55.9,4.6,84.8,54.0,Washtenaw County, Michigan
0500000US26163,"Wayne County, Michigan",23.9,5.9,85.4,44.3,Wayne County, Michigan
0500000US26165,"Wexford County, Michigan",18.2,10.7,97.7,36.8,Wexford County, Michigan
0500000US27001,"Aitkin County, Minnesota",18.1,13.2,97.3,28.4,Aitkin County, Minnesota
0500000US27003,"Anoka County, Minnesota",30.5,7.4,88.5,38.0,Anoka County, Minnesota
0500000US27005,"Becker County, Minnesota",25.0,10.3,97.0,36.0,Becker County, Minnesota
0500000US27007,"Beltrami County, Minnesota",29.2,8.1,95.8,41.1,Beltrami County, Minnesota
0500000US27009,"Benton County, Minnesota",23.6,7.2,95.1,54.7,Benton County, Minnesota
0500000US27011,"Big Stone County, Minnesota",15.4,9.4,96.2,69.8,Big Stone County, Minnesota
0500000US27013,"Blue Earth County, Minnesota",34.8,6.5,93.1,66.2,Blue Earth County, Minnesota
0500000US27015,"Brown County, Minnesota",22.2,7.7,95.2,56.3,Brown County, Minnesota
0500000US27017,"Carlton County, Minnesota",22.1,9.4,96.5,42.9,Carlton County, Minnesota
0500000US27019,"Carver County, Minnesota",48.9,6.0,92.6,38.8,Carver County, Minnesota
0500000US27021,"Cass County, Minnesota",23.2,12.3,96.6,30.8,Cass County, Minnesota
0500000US27023,"Chippewa County, Minnesota",19.0,8.4,91.7,80.9,Chippewa County, Minnesota
0500000US27025,"Chisago County, Minnesota",21.5,8.7,97.0,44.5,Chisago County, Minnesota
0500000US27027,"Clay County, Minnesota",34.2,6.7,93.1,48.2,Clay County, Minnesota
0500000US27029,"Clearwater County, Minnesota",17.1,11.3,96.0,55.2,Clearwater County, Minnesota
0500000US27031,"Cook County, Minnesota",40.4,8.5,93.2,68.7,Cook County, Minnesota
0500000US27033,"Cottonwood County, Minnesota",20.0,8.8,90.0,72.5,Cottonwood County, Minnesota
0500000US27035,"Crow Wing County, Minnesota",24.7,10.5,98.0,29.1,Crow Wing County, Minnesota
0500000US27037,"Dakota County, Minnesota",42.2,7.0,87.0,44.3,Dakota County, Minnesota
0500000US27039,"Dodge County, Minnesota",25.7,7.7,94.4,61.4,Dodge County, Minnesota
0500000US27041,"Douglas County, Minnesota",26.0,8.6,97.9,35.4,Douglas County, Minnesota
0500000US27043,"Faribault County, Minnesota",18.6,8.8,95.5,67.4,Faribault County, Minnesota
0500000US27045,"Fillmore County, Minnesota",22.2,8.2,94.3,66.7,Fillmore County, Minnesota
0500000US27047,"Freeborn County, Minnesota",17.1,9.3,90.7,69.4,Freeborn County, Minnesota
0500000US27049,"Goodhue County, Minnesota",26.0,9.5,95.8,58.9,Goodhue County, Minnesota
0500000US27051,"Grant County, Minnesota",18.8,8.6,98.3,64.3,Grant County, Minnesota
0500000US27053,"Hennepin County, Minnesota",50.1,5.5,81.7,49.2,Hennepin County, Minnesota
0500000US27055,"Houston County, Minnesota",24.8,8.5,97.8,50.0,Houston County, Minnesota
0500000US27057,"Hubbard County, Minnesota",27.4,12.0,96.9,63.1,Hubbard County, Minnesota
0500000US27059,"Isanti County, Minnesota",18.5,8.5,97.0,29.3,Isanti County, Minnesota
0500000US27061,"Itasca County, Minnesota",23.1,10.7,97.6,36.7,Itasca County, Minnesota
0500000US27063,"Jackson County, Minnesota",22.6,9.0,94.6,51.8,Jackson County, Minnesota
0500000US27065,"Kanabec County, Minnesota",14.7,10.6,97.2,31.0,Kanabec County, Minnesota
0500000US27067,"Kandiyohi County, Minnesota",23.3,7.4,85.7,66.0,Kandiyohi County, Minnesota
0500000US27069,"Kittson County, Minnesota",25.9,8.7,97.1,36.5,Kittson County, Minnesota
0500000US27071,"Koochiching County, Minnesota",15.5,10.6,95.7,41.4,Koochiching County, Minnesota
