id,Geographic Area Name,Percent!!SEX AND AGE!!Total population,Percent!!RACE!!Total population!!One race!!White,Percent!!RACE!!Total population!!One race!!Black or African American,Percent!!RACE!!Total population!!One race!!Asian,Percent!!HISPANIC OR LATINO AND RACE!!Total population,gen_z,gen_y,gen_x,baby_boomer,silent_gen,county_name,state
0500000US48313,"Madison County, Texas",14197,73.0,16.4,3.4,14197,14.1,18.4,24.8,18.4,7.1,Madison County, Texas
0500000US48315,"Marion County, Texas",10017,72.8,22.9,0.3,10017,9.600000000000001,9.2,23.4,32.8,10.3,Marion County, Texas
0500000US48317,"Martin County, Texas",5649,79.3,0.8,0.1,5649,15.3,10.9,24.6,18.1,5.2,Martin County, Texas
0500000US48319,"Mason County, Texas",4186,88.5,0.0,2.4,4186,12.2,5.6,21.4,32.0,9.4,Mason County, Texas
0500000US48321,"Matagorda County, Texas",36774,68.4,10.4,1.9,36774,12.8,12.0,23.2,23.3,6.9,Matagorda County, Texas
0500000US48323,"Maverick County, Texas",58174,93.0,0.5,0.5,58174,17.4,13.2,22.700000000000003,15.7,4.800000000000001,Maverick County, Texas
0500000US48325,"Medina County, Texas",50057,90.8,2.7,0.7,50057,13.9,12.4,24.9,23.4,6.5,Medina County, Texas
0500000US48327,"Menard County, Texas",2119,80.7,0.0,0.0,2119,5.699999999999999,13.3,23.4,30.1,16.3,Menard County, Texas
0500000US48329,"Midland County, Texas",168167,82.2,6.7,2.0,168167,13.2,17.8,23.7,16.6,4.5,Midland County, Texas
0500000US48331,"Milam County, Texas",24770,85.3,10.4,0.6,24770,13.4,11.1,22.0,25.4,8.8,Milam County, Texas
0500000US48333,"Mills County, Texas",4889,98.3,0.4,0.2,4889,10.5,7.3,22.1,28.0,15.8,Mills County, Texas
0500000US48335,"Mitchell County, Texas",8523,80.1,9.9,0.4,8523,19.4,16.9,24.1,16.6,7.699999999999999,Mitchell County, Texas
0500000US48337,"Montague County, Texas",19489,95.5,0.7,0.0,19489,10.7,10.2,23.5,26.9,9.399999999999999,Montague County, Texas
0500000US48339,"Montgomery County, Texas",571949,86.4,5.0,2.9,571949,12.9,12.7,27.299999999999997,20.4,4.7,Montgomery County, Texas
0500000US48341,"Moore County, Texas",21399,76.7,3.8,6.8,21399,14.6,13.2,24.4,16.200000000000003,4.6,Moore County, Texas
0500000US48343,"Morris County, Texas",12373,69.3,23.3,0.2,12373,11.3,10.3,23.1,26.1,10.1,Morris County, Texas
0500000US48345,"Motley County, Texas",1252,87.5,1.5,0.0,1252,8.5,16.5,14.700000000000001,27.1,12.100000000000001,Motley County, Texas
0500000US48347,"Nacogdoches County, Texas",65339,76.4,17.7,1.6,65339,22.9,11.7,20.4,19.6,5.8,Nacogdoches County, Texas
0500000US48349,"Navarro County, Texas",48995,74.3,12.2,0.7,48995,13.0,11.6,24.0,22.4,7.199999999999999,Navarro County, Texas
0500000US48351,"Newton County, Texas",13914,75.6,20.3,0.6,13914,13.2,11.3,24.6,26.1,8.5,Newton County, Texas
0500000US48353,"Nolan County, Texas",14904,87.8,6.0,0.3,14904,14.5,10.3,23.1,22.6,7.8,Nolan County, Texas
0500000US48355,"Nueces County, Texas",361540,90.1,3.7,2.1,361540,14.4,14.5,24.4,20.4,5.8,Nueces County, Texas
0500000US48357,"Ochiltree County, Texas",10131,87.7,0.8,0.3,10131,14.100000000000001,13.7,23.799999999999997,18.4,4.0,Ochiltree County, Texas
0500000US48359,"Oldham County, Texas",2094,92.1,3.2,1.9,2094,13.9,9.4,23.6,22.7,4.7,Oldham County, Texas
0500000US48361,"Orange County, Texas",84069,87.4,8.7,1.2,84069,12.7,12.8,25.0,22.4,6.6,Orange County, Texas
0500000US48363,"Palo Pinto County, Texas",28540,91.6,2.5,0.8,28540,12.5,11.6,22.6,25.700000000000003,8.100000000000001,Palo Pinto County, Texas
0500000US48365,"Panola County, Texas",23327,81.0,17.3,0.2,23327,13.0,11.7,23.1,24.6,8.2,Panola County, Texas
0500000US48367,"Parker County, Texas",133811,93.2,1.3,0.6,133811,12.600000000000001,11.5,26.4,23.5,5.699999999999999,Parker County, Texas
0500000US48369,"Parmer County, Texas",9718,86.5,1.2,0.4,9718,13.7,14.2,22.5,19.2,5.8,Parmer County, Texas
0500000US48371,"Pecos County, Texas",15815,82.6,3.5,0.6,15815,12.5,15.2,27.4,18.6,5.7,Pecos County, Texas
0500000US48373,"Polk County, Texas",48913,84.0,9.8,0.8,48913,11.2,11.8,24.9,29.5,5.800000000000001,Polk County, Texas
0500000US48375,"Potter County, Texas",119674,78.2,10.1,5.4,119674,13.399999999999999,15.0,24.9,18.2,5.2,Potter County, Texas
0500000US48377,"Presidio County, Texas",6975,94.1,0.0,1.3,6975,14.6,6.7,20.799999999999997,24.7,11.0,Presidio County, Texas
0500000US48379,"Rains County, Texas",11766,89.3,3.5,0.4,11766,9.9,9.8,23.3,31.8,9.4,Rains County, Texas
0500000US48381,"Randall County, Texas",134026,88.7,2.7,1.9,134026,14.0,14.5,24.6,20.799999999999997,6.1,Randall County, Texas
0500000US48383,"Reagan County, Texas",3766,45.6,0.8,0.2,3766,12.9,16.4,23.0,14.7,3.7,Reagan County, Texas
0500000US48385,"Real County, Texas",3408,95.2,0.6,0.1,3408,12.5,9.4,13.5,27.799999999999997,15.4,Real County, Texas
0500000US48387,"Red River County, Texas",12171,79.2,16.8,0.1,12171,10.5,10.2,23.799999999999997,28.3,10.899999999999999,Red River County, Texas
0500000US48389,"Reeves County, Texas",15492,77.5,2.9,1.3,15492,13.899999999999999,16.5,28.4,17.4,5.5,Reeves County, Texas
0500000US48391,"Refugio County, Texas",7145,80.7,6.7,0.3,7145,13.6,9.9,22.1,25.9,9.5,Refugio County, Texas
0500000US48393,"Roberts County, Texas",805,97.1,0.0,0.0,805,10.9,10.2,19.5,25.6,14.3,Roberts County, Texas
0500000US48395,"Robertson County, Texas",16990,76.4,20.4,0.2,16990,11.9,10.7,24.8,25.1,7.6000000000000005,Robertson County, Texas
0500000US48397,"Rockwall County, Texas",97175,85.0,6.3,2.7,97175,13.0,11.3,29.3,19.7,4.6,Rockwall County, Texas
0500000US48399,"Runnels County, Texas",10277,92.5,3.0,0.1,10277,12.5,10.9,23.4,24.7,9.6,Runnels County, Texas
0500000US48401,"Rusk County, Texas",53755,78.1,16.9,0.5,53755,12.7,13.3,26.0,22.200000000000003,7.1,Rusk County, Texas
0500000US48403,"Sabine County, Texas",10471,89.3,5.6,0.1,10471,9.100000000000001,9.1,19.200000000000003,34.8,12.799999999999999,Sabine County, Texas
0500000US48405,"San Augustine County, Texas",8286,73.8,21.3,0.2,8286,10.6,8.6,22.6,31.3,11.0,San Augustine County, Texas
0500000US48407,"San Jacinto County, Texas",28180,85.6,9.2,0.0,28180,10.6,10.1,23.1,29.0,8.6,San Jacinto County, Texas
0500000US48409,"San Patricio County, Texas",67008,92.3,1.7,1.0,67008,13.600000000000001,13.3,24.4,20.299999999999997,5.9,San Patricio County, Texas
0500000US48411,"San Saba County, Texas",5991,85.1,2.0,0.2,5991,13.100000000000001,11.9,22.5,25.7,10.1,San Saba County, Texas
0500000US48413,"Schleicher County, Texas",2983,62.1,0.5,0.0,2983,11.8,14.5,21.5,23.299999999999997,6.699999999999999,Schleicher County, Texas
0500000US48415,"Scurry County, Texas",17096,86.1,4.6,0.3,17096,13.5,13.2,25.1,19.799999999999997,7.1000000000000005,Scurry County, Texas
0500000US48417,"Shackelford County, Texas",3296,95.8,0.2,0.2,3296,13.7,10.9,22.200000000000003,25.900000000000002,8.9,Shackelford County, Texas
0500000US48419,"Shelby County, Texas",25349,77.8,19.1,0.4,25349,14.2,10.8,23.299999999999997,22.4,7.5,Shelby County, Texas
0500000US48421,"Sherman County, Texas",3059,88.3,1.2,0.0,3059,14.6,10.3,29.5,21.2,6.8,Sherman County, Texas
0500000US48423,"Smith County, Texas",227449,76.8,17.5,1.7,227449,14.0,13.6,23.5,21.299999999999997,7.1,Smith County, Texas
0500000US48425,"Somervell County, Texas",8860,88.8,1.2,0.3,8860,10.9,12.8,24.8,25.7,7.300000000000001,Somervell County, Texas
0500000US48427,"Starr County, Texas",64078,95.3,0.1,0.0,64078,16.799999999999997,13.2,22.8,14.600000000000001,5.0,Starr County, Texas
0500000US48429,"Stephens County, Texas",9364,90.1,2.8,0.3,9364,13.899999999999999,11.3,22.700000000000003,24.3,8.8,Stephens County, Texas
0500000US48431,"Sterling County, Texas",1231,91.1,0.0,0.0,1231,11.399999999999999,9.6,27.4,20.9,5.0,Sterling County, Texas
0500000US48433,"Stonewall County, Texas",1476,92.3,2.0,0.0,1476,11.1,6.8,20.2,29.300000000000004,10.7,Stonewall County, Texas
0500000US48435,"Sutton County, Texas",3824,62.6,0.1,0.0,3824,9.7,13.2,20.8,25.5,7.4,Sutton County, Texas
0500000US48437,"Swisher County, Texas",7432,83.7,6.0,0.2,7432,12.399999999999999,15.2,23.1,21.1,8.0,Swisher County, Texas
0500000US48439,"Tarrant County, Texas",2049770,67.0,16.5,5.4,2049770,13.8,14.9,26.799999999999997,18.1,4.2,Tarrant County, Texas
0500000US48441,"Taylor County, Texas",136870,76.7,8.0,2.2,136870,18.1,14.6,21.2,18.7,6.5,Taylor County, Texas
0500000US48443,"Terrell County, Texas",896,66.1,1.1,0.0,896,3.3,7.7,25.5,41.2,9.799999999999999,Terrell County, Texas
0500000US48445,"Terry County, Texas",12528,91.1,4.9,0.0,12528,12.9,14.7,23.0,19.5,6.6,Terry County, Texas
0500000US48447,"Throckmorton County, Texas",1436,97.8,1.0,0.0,1436,11.6,10.2,20.7,31.700000000000003,13.4,Throckmorton County, Texas
0500000US48449,"Titus County, Texas",32640,70.4,9.0,1.1,32640,14.9,12.1,24.1,18.799999999999997,5.8,Titus County, Texas
0500000US48451,"Tom Green County, Texas",117986,86.8,4.3,1.3,117986,15.9,15.6,21.799999999999997,20.2,6.5,Tom Green County, Texas
0500000US48453,"Travis County, Texas",1226805,72.5,8.3,6.7,1226805,12.7,20.1,28.700000000000003,16.5,3.4,Travis County, Texas
0500000US48455,"Trinity County, Texas",14620,85.9,9.9,0.0,14620,10.3,9.0,21.6,30.299999999999997,11.399999999999999,Trinity County, Texas
0500000US48457,"Tyler County, Texas",21518,84.6,10.7,0.3,21518,14.2,13.0,21.6,26.4,9.3,Tyler County, Texas
0500000US48459,"Upshur County, Texas",41018,86.6,8.2,0.3,41018,12.3,10.7,24.6,25.0,7.6,Upshur County, Texas
0500000US48461,"Upton County, Texas",3659,45.0,6.0,0.7,3659,12.799999999999999,9.2,26.6,22.9,7.6,Upton County, Texas
0500000US48463,"Uvalde County, Texas",26920,93.3,0.6,1.0,26920,15.5,13.1,21.799999999999997,19.8,7.3999999999999995,Uvalde County, Texas
0500000US48465,"Val Verde County, Texas",48969,92.7,1.4,0.8,48969,16.0,14.5,22.7,16.6,6.3,Val Verde County, Texas
0500000US48467,"Van Zandt County, Texas",55103,93.2,2.8,0.5,55103,12.0,10.6,24.3,25.8,8.6,Van Zandt County, Texas
0500000US48469,"Victoria County, Texas",92109,87.4,6.0,1.2,92109,13.3,13.9,23.5,21.4,6.699999999999999,Victoria County, Texas
0500000US48471,"Walker County, Texas",72321,73.0,23.2,1.3,72321,22.9,13.9,26.6,18.9,5.1,Walker County, Texas
0500000US48473,"Waller County, Texas",51832,58.1,24.9,1.0,51832,24.4,11.6,21.0,18.3,4.3,Waller County, Texas
0500000US48475,"Ward County, Texas",11658,86.2,4.0,1.0,11658,14.0,13.9,24.4,18.9,6.0,Ward County, Texas
0500000US48477,"Washington County, Texas",35163,78.4,16.5,1.7,35163,15.2,9.8,21.7,25.0,10.1,Washington County, Texas
0500000US48479,"Webb County, Texas",273526,95.9,0.4,0.5,273526,16.9,13.5,24.1,13.9,3.7,Webb County, Texas
0500000US48481,"Wharton County, Texas",41577,80.6,14.3,0.3,41577,13.600000000000001,12.3,23.1,22.200000000000003,7.3999999999999995,Wharton County, Texas
0500000US48483,"Wheeler County, Texas",5338,87.6,3.2,0.1,5338,10.2,13.7,21.5,24.3,8.3,Wheeler County, Texas
0500000US48485,"Wichita County, Texas",131596,79.0,10.4,2.4,131596,17.0,15.0,22.5,20.0,6.6,Wichita County, Texas
0500000US48487,"Wilbarger County, Texas",12833,78.1,10.1,0.9,12833,12.600000000000001,14.3,22.4,24.6,7.800000000000001,Wilbarger County, Texas
0500000US48489,"Willacy County, Texas",21588,97.2,0.6,0.0,21588,18.200000000000003,15.0,23.299999999999997,17.200000000000003,6.1,Willacy County, Texas
0500000US48491,"Williamson County, Texas",547604,79.7,6.4,6.8,547604,12.3,14.0,29.9,17.8,4.4,Williamson County, Texas
0500000US48493,"Wilson County, Texas",49173,92.6,1.4,0.4,49173,13.0,11.3,26.4,23.6,6.0,Wilson County, Texas
0500000US48495,"Winkler County, Texas",7867,87.8,5.0,0.0,7867,16.5,11.6,25.0,17.0,4.9,Winkler County, Texas
0500000US48497,"Wise County, Texas",66290,93.5,1.4,0.5,66290,12.6,12.3,26.1,23.200000000000003,5.6,Wise County, Texas
0500000US48499,"Wood County, Texas",44366,89.3,5.0,0.6,44366,11.399999999999999,9.4,21.299999999999997,30.7,11.3,Wood County, Texas
0500000US48501,"Yoakum County, Texas",8631,96.3,0.4,0.0,8631,15.799999999999999,12.8,21.4,18.4,3.9000000000000004,Yoakum County, Texas
0500000US48503,"Young County, Texas",18036,95.7,2.1,0.3,18036,10.7,11.8,23.2,24.5,9.600000000000001,Young County, Texas
0500000US48505,"Zapata County, Texas",14304,93.7,0.0,0.8,14304,15.4,12.3,22.299999999999997,15.5,6.2,Zapata County, Texas
0500000US48507,"Zavala County, Texas",12039,95.3,0.3,0.1,12039,16.2,12.2,23.3,17.799999999999997,5.7,Zavala County, Texas
0500000US49001,"Beaver County, Utah",6517,93.6,0.0,0.3,6517,14.4,11.2,21.6,20.6,5.5,Beaver County, Utah
0500000US49003,"Box Elder County, Utah",53946,93.1,0.7,0.8,53946,14.2,12.2,23.2,18.2,5.5,Box Elder County, Utah
0500000US49005,"Cache County, Utah",124165,90.8,0.8,2.1,124165,23.9,13.9,19.6,13.0,3.9,Cache County, Utah
0500000US49007,"Carbon County, Utah",20308,95.3,0.4,0.0,20308,13.9,11.9,22.5,23.2,6.8,Carbon County, Utah
0500000US49009,"Daggett County, Utah",613,97.7,0.2,0.0,613,15.8,5.7,27.799999999999997,29.700000000000003,2.4000000000000004,Daggett County, Utah
0500000US49011,"Davis County, Utah",345767,90.2,1.3,1.8,345767,14.4,14.2,25.0,15.2,3.9,Davis County, Utah
0500000US49013,"Duchesne County, Utah",20148,89.7,0.4,0.5,20148,13.0,13.4,23.4,16.9,4.8,Duchesne County, Utah
0500000US49015,"Emery County, Utah",10117,97.3,0.0,0.7,10117,13.0,10.5,22.5,22.8,6.6,Emery County, Utah
0500000US49017,"Garfield County, Utah",4998,93.0,0.2,0.1,4998,11.700000000000001,11.0,21.8,27.6,8.5,Garfield County, Utah
0500000US49019,"Grand County, Utah",9640,92.7,0.3,1.6,9640,10.2,12.6,27.5,25.2,6.4,Grand County, Utah
0500000US49021,"Iron County, Utah",51213,91.8,0.5,0.9,51213,20.0,13.2,20.6,17.4,4.7,Iron County, Utah
0500000US49023,"Juab County, Utah",11301,93.8,0.2,0.1,11301,15.3,12.0,23.299999999999997,16.200000000000003,4.6,Juab County, Utah
0500000US49025,"Kane County, Utah",7484,93.2,0.2,0.6,7484,10.4,13.0,21.200000000000003,28.700000000000003,8.3,Kane County, Utah
0500000US49027,"Millard County, Utah",12854,89.9,0.2,1.2,12854,12.8,10.8,21.7,21.3,7.5,Millard County, Utah
0500000US49029,"Morgan County, Utah",11664,96.5,0.8,0.6,11664,15.2,9.4,24.6,17.0,4.6,Morgan County, Utah
0500000US49031,"Piute County, Utah",1866,97.7,0.2,0.0,1866,10.700000000000001,7.7,21.1,30.699999999999996,10.3,Piute County, Utah
0500000US49033,"Rich County, Utah",2389,94.0,0.0,0.0,2389,14.899999999999999,12.1,17.1,22.9,9.0,Rich County, Utah
0500000US49035,"Salt Lake County, Utah",1133646,79.1,1.9,4.1,1133646,14.0,16.6,25.8,16.5,4.1,Salt Lake County, Utah
0500000US49037,"San Juan County, Utah",15302,48.5,0.2,0.5,15302,15.3,12.2,21.9,19.4,5.7,San Juan County, Utah
0500000US49039,"Sanpete County, Utah",29850,88.5,0.7,1.0,29850,20.200000000000003,11.8,23.6,18.299999999999997,5.5,Sanpete County, Utah
0500000US49041,"Sevier County, Utah",21280,94.7,0.6,0.0,21280,13.5,11.3,23.1,21.0,6.699999999999999,Sevier County, Utah
0500000US49043,"Summit County, Utah",41103,93.0,0.8,1.8,41103,13.3,11.0,28.8,23.099999999999998,3.5999999999999996,Summit County, Utah
0500000US49045,"Tooele County, Utah",67397,89.8,0.5,0.8,67397,14.4,13.2,26.6,14.9,3.3,Tooele County, Utah
0500000US49047,"Uintah County, Utah",36084,87.8,0.4,0.5,36084,13.8,15.0,22.9,16.200000000000003,3.8,Uintah County, Utah
0500000US49049,"Utah County, Utah",605490,91.6,0.6,1.5,605490,22.1,14.3,20.9,11.2,3.0999999999999996,Utah County, Utah
0500000US49051,"Wasatch County, Utah",31708,94.4,0.3,1.4,31708,13.8,11.7,25.9,18.6,3.6,Wasatch County, Utah
0500000US49053,"Washington County, Utah",165811,90.5,0.7,0.8,165811,13.6,11.8,20.9,22.5,9.3,Washington County, Utah
0500000US49055,"Wayne County, Utah",2689,95.8,0.2,0.3,2689,12.2,9.4,21.6,28.3,6.699999999999999,Wayne County, Utah
0500000US49057,"Weber County, Utah",251498,89.2,1.1,1.2,251498,14.3,15.4,24.5,17.6,4.5,Weber County, Utah
0500000US50001,"Addison County, Vermont",36882,93.9,1.5,1.8,36882,17.200000000000003,9.9,24.299999999999997,27.5,7.3,Addison County, Vermont
0500000US50003,"Bennington County, Vermont",35746,95.7,0.7,1.0,35746,13.2,9.7,22.8,29.0,9.7,Bennington County, Vermont
0500000US50005,"Caledonia County, Vermont",30234,95.8,1.0,0.5,30234,12.8,10.7,24.299999999999997,28.699999999999996,7.6,Caledonia County, Vermont
0500000US50007,"Chittenden County, Vermont",162646,90.2,2.7,4.0,162646,19.5,14.0,24.1,21.6,6.1,Chittenden County, Vermont
0500000US50009,"Essex County, Vermont",6200,96.5,1.0,0.5,6200,9.5,8.5,24.7,32.8,10.2,Essex County, Vermont
0500000US50011,"Franklin County, Vermont",49116,94.7,0.5,0.6,49116,11.8,12.5,27.1,24.299999999999997,5.9,Franklin County, Vermont
0500000US50013,"Grand Isle County, Vermont",7022,94.4,0.8,0.5,7022,10.8,10.5,25.6,33.2,5.9,Grand Isle County, Vermont
0500000US50015,"Lamoille County, Vermont",25318,95.4,1.2,0.8,25318,12.8,12.8,26.0,24.799999999999997,6.6,Lamoille County, Vermont
0500000US50017,"Orange County, Vermont",28908,96.6,0.7,0.2,28908,11.6,10.6,24.799999999999997,30.4,7.4,Orange County, Vermont
0500000US50019,"Orleans County, Vermont",26901,96.4,0.6,0.3,26901,10.8,11.1,24.700000000000003,29.0,8.6,Orleans County, Vermont
0500000US50021,"Rutland County, Vermont",58892,96.6,0.9,1.1,58892,13.100000000000001,10.6,23.799999999999997,29.9,8.3,Rutland County, Vermont
0500000US50023,"Washington County, Vermont",58350,95.9,0.9,0.8,58350,12.899999999999999,11.1,26.0,27.0,7.6000000000000005,Washington County, Vermont
0500000US50025,"Windham County, Vermont",42823,94.7,1.2,1.0,42823,10.9,10.7,24.1,31.1,8.3,Windham County, Vermont
0500000US50027,"Windsor County, Vermont",55275,95.6,0.7,0.9,55275,10.0,10.6,24.7,30.6,9.2,Windsor County, Vermont
0500000US51001,"Accomack County, Virginia",32673,68.2,28.6,0.8,32673,10.5,10.6,22.3,29.700000000000003,9.4,Accomack County, Virginia
0500000US51003,"Albemarle County, Virginia",107405,81.8,9.5,5.2,107405,15.4,12.9,23.7,23.599999999999998,7.8,Albemarle County, Virginia
0500000US51005,"Alleghany County, Virginia",15157,92.4,5.8,0.1,15157,10.9,10.4,23.799999999999997,29.5,10.4,Alleghany County, Virginia
0500000US51007,"Amelia County, Virginia",12953,75.8,21.2,0.0,12953,10.8,11.2,24.9,27.8,7.7,Amelia County, Virginia
0500000US51009,"Amherst County, Virginia",31775,76.7,18.0,0.5,31775,12.0,10.8,24.8,27.2,8.8,Amherst County, Virginia
0500000US51011,"Appomattox County, Virginia",15707,78.1,19.8,0.1,15707,11.9,11.3,24.5,26.4,8.5,Appomattox County, Virginia
0500000US51013,"Arlington County, Virginia",233464,71.5,9.1,10.3,233464,10.5,24.7,29.1,16.200000000000003,4.1,Arlington County, Virginia
0500000US51015,"Augusta County, Virginia",75079,92.6,4.3,0.6,75079,11.2,11.5,26.200000000000003,27.3,8.6,Augusta County, Virginia
0500000US51017,"Bath County, Virginia",4307,91.3,3.0,0.3,4307,13.6,11.6,23.9,26.4,11.2,Bath County, Virginia
0500000US51019,"Bedford County, Virginia",78376,89.4,6.9,1.2,78376,11.5,9.8,25.4,28.700000000000003,8.4,Bedford County, Virginia
0500000US51021,"Bland County, Virginia",6388,95.0,3.8,0.2,6388,9.399999999999999,12.1,28.1,28.3,8.9,Bland County, Virginia
0500000US51023,"Botetourt County, Virginia",33343,94.2,3.0,0.7,33343,11.2,9.7,25.7,29.4,8.8,Botetourt County, Virginia
0500000US51025,"Brunswick County, Virginia",16520,42.0,54.5,0.5,16520,12.0,13.7,25.0,26.8,9.2,Brunswick County, Virginia
0500000US51027,"Buchanan County, Virginia",21788,94.9,2.7,1.0,21788,10.2,11.5,26.200000000000003,28.7,8.7,Buchanan County, Virginia
0500000US51029,"Buckingham County, Virginia",17059,61.6,34.5,0.2,17059,10.7,13.3,27.299999999999997,26.099999999999998,7.6000000000000005,Buckingham County, Virginia
0500000US51031,"Campbell County, Virginia",55225,81.5,14.0,0.9,55225,11.7,13.4,24.700000000000003,25.7,8.3,Campbell County, Virginia
0500000US51033,"Caroline County, Virginia",30381,65.2,27.0,0.9,30381,13.2,11.2,26.200000000000003,23.3,6.300000000000001,Caroline County, Virginia
0500000US51035,"Carroll County, Virginia",29801,97.4,0.7,0.1,29801,10.1,10.5,24.7,29.400000000000002,9.899999999999999,Carroll County, Virginia
0500000US51036,"Charles City County, Virginia",7014,43.7,45.4,1.0,7014,9.7,9.7,25.4,33.3,9.4,Charles City County, Virginia
0500000US51037,"Charlotte County, Virginia",12040,69.9,28.0,0.4,12040,12.2,9.3,23.6,27.6,9.6,Charlotte County, Virginia
0500000US51041,"Chesterfield County, Virginia",343551,67.2,23.1,3.5,343551,13.2,11.9,27.6,22.6,5.2,Chesterfield County, Virginia
0500000US51043,"Clarke County, Virginia",14423,89.8,5.4,0.7,14423,12.2,8.9,25.700000000000003,28.3,8.9,Clarke County, Virginia
0500000US51045,"Craig County, Virginia",5110,98.6,0.1,0.0,5110,10.8,14.2,22.1,29.200000000000003,8.4,Craig County, Virginia
0500000US51047,"Culpeper County, Virginia",51101,75.7,14.5,1.7,51101,12.2,11.4,27.2,22.5,6.1,Culpeper County, Virginia
0500000US51049,"Cumberland County, Virginia",9824,63.5,30.1,1.2,9824,11.9,11.2,24.4,28.8,7.9,Cumberland County, Virginia
0500000US51051,"Dickenson County, Virginia",14756,98.1,0.6,0.1,14756,10.5,11.3,25.6,27.9,8.8,Dickenson County, Virginia
0500000US51053,"Dinwiddie County, Virginia",28485,64.6,31.8,0.9,28485,11.100000000000001,12.8,26.6,25.7,6.8999999999999995,Dinwiddie County, Virginia
0500000US51057,"Essex County, Virginia",10998,55.6,39.3,0.6,10998,11.1,9.1,23.9,29.799999999999997,8.8,Essex County, Virginia
0500000US51059,"Fairfax County, Virginia",1145862,61.2,9.8,19.2,1145862,12.3,13.4,28.8,20.7,5.0,Fairfax County, Virginia
0500000US51061,"Fauquier County, Virginia",69728,86.6,7.4,1.7,69728,12.2,10.8,27.3,24.4,6.3999999999999995,Fauquier County, Virginia
0500000US51063,"Floyd County, Virginia",15704,95.3,1.5,0.2,15704,10.7,9.9,25.7,29.0,9.399999999999999,Floyd County, Virginia
0500000US51065,"Fluvanna County, Virginia",26594,80.3,14.2,1.2,26594,11.2,10.9,27.9,25.6,8.2,Fluvanna County, Virginia
0500000US51067,"Franklin County, Virginia",56187,89.1,7.5,0.5,56187,11.9,10.0,23.9,29.9,8.9,Franklin County, Virginia
0500000US51069,"Frederick County, Virginia",86415,90.7,3.9,1.4,86415,11.9,11.9,26.9,23.3,7.0,Frederick County, Virginia
0500000US51071,"Giles County, Virginia",16772,96.6,2.2,0.1,16772,11.0,10.7,26.299999999999997,26.4,8.8,Giles County, Virginia
0500000US51073,"Gloucester County, Virginia",37222,87.9,9.0,0.8,37222,11.5,11.7,26.0,27.4,7.6,Gloucester County, Virginia
0500000US51075,"Goochland County, Virginia",22865,80.3,16.0,1.3,22865,11.2,9.2,26.6,31.4,7.699999999999999,Goochland County, Virginia
0500000US51077,"Grayson County, Virginia",15742,92.5,5.7,0.3,15742,10.0,10.8,25.8,29.2,10.5,Grayson County, Virginia
0500000US51079,"Greene County, Virginia",19519,86.7,5.4,1.7,19519,11.100000000000001,13.0,26.2,24.1,6.1,Greene County, Virginia
0500000US51081,"Greensville County, Virginia",11525,37.7,59.4,0.1,11525,10.4,18.2,30.3,22.200000000000003,5.5,Greensville County, Virginia
0500000US51083,"Halifax County, Virginia",34552,61.2,34.6,0.8,34552,11.399999999999999,10.0,23.3,28.5,10.2,Halifax County, Virginia
0500000US51085,"Hanover County, Virginia",105537,85.8,9.4,1.6,105537,13.0,10.1,27.0,25.4,6.8,Hanover County, Virginia
0500000US51087,"Henrico County, Virginia",327535,56.3,29.7,8.3,327535,11.7,14.3,27.0,21.7,6.3,Henrico County, Virginia
0500000US51089,"Henry County, Virginia",51308,72.6,22.7,0.6,51308,10.3,10.1,24.5,28.3,10.9,Henry County, Virginia
0500000US51091,"Highland County, Virginia",2204,99.3,0.0,0.0,2204,4.8,7.1,18.1,44.1,15.8,Highland County, Virginia
0500000US51093,"Isle of Wight County, Virginia",36627,72.1,22.5,1.0,36627,11.1,10.9,25.9,27.5,7.6,Isle of Wight County, Virginia
0500000US51095,"James City County, Virginia",74916,80.4,13.1,2.5,74916,11.0,9.7,24.0,28.200000000000003,10.8,James City County, Virginia
0500000US51097,"King and Queen County, Virginia",7042,67.5,26.5,0.0,7042,10.100000000000001,9.0,26.700000000000003,30.0,8.4,King and Queen County, Virginia
0500000US51099,"King George County, Virginia",26229,78.2,16.3,1.3,26229,12.7,12.1,28.7,20.5,5.0,King George County, Virginia
0500000US51101,"King William County, Virginia",16688,79.0,16.4,1.2,16688,12.2,12.7,26.5,23.2,6.6000000000000005,King William County, Virginia
0500000US51103,"Lancaster County, Virginia",10724,68.1,30.8,0.8,10724,7.0,8.2,18.7,36.1,17.3,Lancaster County, Virginia
0500000US51105,"Lee County, Virginia",23948,93.6,4.1,0.3,23948,9.8,12.9,26.5,27.2,8.6,Lee County, Virginia
0500000US51107,"Loudoun County, Virginia",395134,65.0,7.6,18.6,395134,12.1,12.0,33.0,15.7,3.5,Loudoun County, Virginia
0500000US51109,"Louisa County, Virginia",36040,79.7,14.9,0.6,36040,10.1,11.5,25.3,28.799999999999997,7.199999999999999,Louisa County, Virginia
0500000US51111,"Lunenburg County, Virginia",12282,63.2,31.2,2.8,12282,12.5,10.3,25.7,28.3,8.9,Lunenburg County, Virginia
0500000US51113,"Madison County, Virginia",13170,85.5,8.3,0.8,13170,10.2,12.3,23.0,28.299999999999997,9.2,Madison County, Virginia
0500000US51115,"Mathews County, Virginia",8788,87.8,8.8,0.6,8788,11.600000000000001,7.9,21.9,36.099999999999994,12.8,Mathews County, Virginia
