id,Geographic Area Name,Percent!!SEX AND AGE!!Total population,Percent!!RACE!!Total population!!One race!!White,Percent!!RACE!!Total population!!One race!!Black or African American,Percent!!RACE!!Total population!!One race!!Asian,Percent!!HISPANIC OR LATINO AND RACE!!Total population,gen_z,gen_y,gen_x,baby_boomer,silent_gen,county_name,state
0500000US01001,"Autauga County, Alabama",55380,76.8,19.0,1.0,55380,13.3,12.7,27.2,21.3,6.300000000000001,Autauga County, Alabama
0500000US01003,"Baldwin County, Alabama",212830,86.2,9.3,0.9,212830,11.1,11.2,25.4,26.4,7.9,Baldwin County, Alabama
0500000US01005,"Barbour County, Alabama",25361,46.8,47.6,0.5,25361,11.899999999999999,14.4,25.1,24.1,7.4,Barbour County, Alabama
0500000US01007,"Bibb County, Alabama",22493,76.8,22.3,0.1,22493,11.8,14.6,28.5,22.1,6.6,Bibb County, Alabama
0500000US01009,"Blount County, Alabama",57681,95.5,1.6,0.4,57681,11.899999999999999,11.9,25.9,23.9,7.3,Blount County, Alabama
0500000US01011,"Bullock County, Alabama",10248,21.9,74.8,0.5,10248,13.7,12.4,26.8,24.1,6.1000000000000005,Bullock County, Alabama
0500000US01013,"Butler County, Alabama",19828,51.8,45.4,0.3,19828,11.9,11.8,24.0,25.7,8.1,Butler County, Alabama
0500000US01015,"Calhoun County, Alabama",114618,73.7,20.8,0.9,114618,13.2,13.2,24.6,24.1,7.0,Calhoun County, Alabama
0500000US01017,"Chambers County, Alabama",33660,57.7,39.6,1.1,33660,11.9,12.3,24.9,26.1,7.4,Chambers County, Alabama
0500000US01019,"Cherokee County, Alabama",25903,92.9,4.6,0.2,25903,11.2,9.6,25.299999999999997,29.1,8.9,Cherokee County, Alabama
0500000US01021,"Chilton County, Alabama",44055,83.6,9.2,0.4,44055,12.2,13.1,26.0,22.5,6.6,Chilton County, Alabama
0500000US01023,"Choctaw County, Alabama",12925,56.8,42.6,0.1,12925,11.5,9.9,24.5,28.1,9.7,Choctaw County, Alabama
0500000US01025,"Clarke County, Alabama",24128,53.0,45.8,0.4,24128,12.8,10.8,25.1,24.9,8.7,Clarke County, Alabama
0500000US01027,"Clay County, Alabama",13337,83.2,15.6,0.2,13337,11.600000000000001,11.3,24.7,26.3,8.6,Clay County, Alabama
0500000US01029,"Cleburne County, Alabama",14916,93.9,2.7,0.0,14916,11.0,11.8,25.9,24.5,8.0,Cleburne County, Alabama
0500000US01031,"Coffee County, Alabama",51662,75.7,16.9,1.4,51662,12.0,12.8,26.3,22.299999999999997,6.9,Coffee County, Alabama
0500000US01033,"Colbert County, Alabama",54771,79.0,16.2,0.5,54771,11.5,12.0,25.5,25.299999999999997,8.4,Colbert County, Alabama
0500000US01035,"Conecuh County, Alabama",12394,50.7,47.8,0.5,12394,11.5,10.8,23.0,29.0,8.3,Conecuh County, Alabama
0500000US01037,"Coosa County, Alabama",10757,65.8,33.6,0.0,10757,9.5,10.1,26.4,30.400000000000002,9.899999999999999,Coosa County, Alabama
0500000US01039,"Covington County, Alabama",37200,84.6,13.5,0.5,37200,11.2,11.7,23.700000000000003,26.1,9.3,Covington County, Alabama
0500000US01041,"Crenshaw County, Alabama",13844,71.4,23.3,1.3,13844,11.5,12.1,24.4,26.2,7.300000000000001,Crenshaw County, Alabama
0500000US01043,"Cullman County, Alabama",82853,95.1,1.3,0.4,82853,11.7,12.5,25.4,24.2,7.5,Cullman County, Alabama
0500000US01045,"Dale County, Alabama",49277,72.4,20.3,1.4,49277,12.8,14.5,24.0,22.7,6.800000000000001,Dale County, Alabama
0500000US01047,"Dallas County, Alabama",39149,27.9,70.7,0.6,39149,13.399999999999999,11.7,23.2,25.0,7.0,Dallas County, Alabama
0500000US01049,"DeKalb County, Alabama",71310,85.4,1.5,0.1,71310,12.6,11.9,25.6,23.200000000000003,6.6,DeKalb County, Alabama
0500000US01051,"Elmore County, Alabama",81144,75.3,21.5,0.5,81144,12.5,14.1,27.1,22.2,5.699999999999999,Elmore County, Alabama
0500000US01053,"Escambia County, Alabama",37057,62.2,32.1,0.3,37057,11.7,13.5,25.299999999999997,23.5,7.5,Escambia County, Alabama
0500000US01055,"Etowah County, Alabama",102748,79.8,15.9,0.7,102748,12.2,11.9,25.8,24.799999999999997,7.699999999999999,Etowah County, Alabama
0500000US01057,"Fayette County, Alabama",16494,85.3,11.8,0.5,16494,11.6,11.6,24.0,26.6,8.7,Fayette County, Alabama
0500000US01059,"Franklin County, Alabama",31466,83.0,4.4,0.4,31466,13.2,12.9,24.2,21.799999999999997,7.2,Franklin County, Alabama
0500000US01061,"Geneva County, Alabama",26417,86.6,9.6,0.4,26417,11.3,11.1,25.3,25.4,8.8,Geneva County, Alabama
0500000US01063,"Greene County, Alabama",8324,17.3,79.5,0.0,8324,11.7,12.0,20.5,27.5,9.4,Greene County, Alabama
0500000US01065,"Hale County, Alabama",14809,39.5,59.4,0.2,14809,13.8,11.0,22.799999999999997,25.4,7.9,Hale County, Alabama
0500000US01067,"Henry County, Alabama",17133,70.7,26.6,0.4,17133,11.8,9.5,25.3,27.5,8.7,Henry County, Alabama
0500000US01069,"Houston County, Alabama",104702,69.1,26.9,0.9,104702,11.9,13.0,25.4,23.5,7.1,Houston County, Alabama
0500000US01071,"Jackson County, Alabama",51852,91.5,3.5,0.4,51852,11.4,11.4,25.7,26.4,7.8999999999999995,Jackson County, Alabama
0500000US01073,"Jefferson County, Alabama",659680,51.8,42.9,1.6,659680,12.600000000000001,14.5,25.1,22.2,6.4,Jefferson County, Alabama
0500000US01075,"Lamar County, Alabama",13885,87.5,10.7,0.1,13885,11.100000000000001,10.5,24.3,26.2,9.8,Lamar County, Alabama
0500000US01077,"Lauderdale County, Alabama",92556,86.9,10.4,0.6,92556,15.1,12.0,23.5,24.8,8.4,Lauderdale County, Alabama
0500000US01079,"Lawrence County, Alabama",33058,78.0,10.6,0.2,33058,11.4,12.0,26.1,25.299999999999997,7.0,Lawrence County, Alabama
0500000US01081,"Lee County, Alabama",161152,70.3,22.9,4.3,161152,22.0,14.3,23.799999999999997,17.8,4.300000000000001,Lee County, Alabama
0500000US01083,"Limestone County, Alabama",94727,80.2,13.8,1.4,94727,11.9,13.3,28.299999999999997,22.1,5.9,Limestone County, Alabama
0500000US01085,"Lowndes County, Alabama",10079,24.8,74.6,0.0,10079,11.5,13.0,23.9,25.3,7.9,Lowndes County, Alabama
0500000US01087,"Macon County, Alabama",18708,16.0,83.2,0.2,18708,21.5,11.0,20.3,25.5,7.7,Macon County, Alabama
0500000US01089,"Madison County, Alabama",362276,67.9,24.3,2.6,362276,13.5,13.9,26.1,22.3,6.199999999999999,Madison County, Alabama
0500000US01091,"Marengo County, Alabama",19321,45.8,53.6,0.0,19321,13.5,10.5,24.0,24.700000000000003,8.5,Marengo County, Alabama
0500000US01093,"Marion County, Alabama",29866,92.9,3.6,0.2,29866,11.8,11.0,25.4,25.5,9.4,Marion County, Alabama
0500000US01095,"Marshall County, Alabama",95643,93.0,2.7,0.6,95643,12.3,12.2,25.0,22.8,7.0,Marshall County, Alabama
0500000US01097,"Mobile County, Alabama",414114,58.6,35.8,1.9,414114,13.1,13.9,24.4,22.7,6.3,Mobile County, Alabama
0500000US01099,"Monroe County, Alabama",21270,54.5,42.4,0.3,21270,12.8,10.7,24.5,25.6,8.3,Monroe County, Alabama
0500000US01101,"Montgomery County, Alabama",226941,35.8,57.9,2.8,226941,13.899999999999999,14.5,24.7,21.0,6.1,Montgomery County, Alabama
0500000US01103,"Morgan County, Alabama",119213,79.9,12.8,0.6,119213,12.0,12.3,26.3,23.5,7.199999999999999,Morgan County, Alabama
0500000US01105,"Perry County, Alabama",9293,29.5,69.8,0.1,9293,19.4,8.7,22.5,25.7,6.5,Perry County, Alabama
0500000US01107,"Pickens County, Alabama",20243,56.7,40.2,0.1,20243,12.2,12.4,26.6,24.5,8.0,Pickens County, Alabama
0500000US01109,"Pike County, Alabama",33333,57.9,36.8,2.2,33333,25.8,11.8,20.200000000000003,19.6,6.3,Pike County, Alabama
0500000US01111,"Randolph County, Alabama",22647,77.1,20.4,0.2,22647,12.6,10.5,24.200000000000003,26.5,8.4,Randolph County, Alabama
0500000US01113,"Russell County, Alabama",57952,49.2,43.7,1.0,57952,12.100000000000001,14.9,25.700000000000003,21.1,5.4,Russell County, Alabama
0500000US01115,"St. Clair County, Alabama",87989,87.3,9.6,0.8,87989,11.3,12.9,27.1,23.3,6.3,St. Clair County, Alabama
0500000US01117,"Shelby County, Alabama",213432,80.1,12.1,2.1,213432,12.5,12.3,28.1,22.099999999999998,5.6,Shelby County, Alabama
0500000US01119,"Sumter County, Alabama",12797,25.2,71.9,2.1,12797,20.9,12.0,19.6,23.700000000000003,7.9,Sumter County, Alabama
0500000US01121,"Talladega County, Alabama",80387,63.9,32.6,0.6,80387,12.9,12.3,25.8,24.6,6.9,Talladega County, Alabama
0500000US01123,"Tallapoosa County, Alabama",40541,70.0,27.4,0.4,40541,12.0,10.6,23.6,28.0,8.4,Tallapoosa County, Alabama
0500000US01125,"Tuscaloosa County, Alabama",207305,64.2,32.0,1.6,207305,20.2,14.7,23.200000000000003,19.3,5.0,Tuscaloosa County, Alabama
0500000US01127,"Walker County, Alabama",64110,90.6,6.2,0.5,64110,11.9,11.8,24.9,25.4,7.8,Walker County, Alabama
0500000US01129,"Washington County, Alabama",16541,66.3,23.5,0.3,16541,14.4,10.1,25.5,26.1,7.1,Washington County, Alabama
0500000US01131,"Wilcox County, Alabama",10681,27.3,69.4,0.0,10681,14.0,10.6,23.299999999999997,24.9,7.800000000000001,Wilcox County, Alabama
0500000US01133,"Winston County, Alabama",23784,96.1,0.7,0.2,23784,11.0,10.8,24.9,27.6,8.8,Winston County, Alabama
0500000US04001,"Apache County, Arizona",71511,22.8,0.5,0.3,71511,14.7,12.9,22.4,21.7,5.8999999999999995,Apache County, Arizona
0500000US04003,"Cochise County, Arizona",125867,85.5,4.1,1.9,125867,12.2,12.5,22.1,25.9,9.2,Cochise County, Arizona
0500000US04005,"Coconino County, Arizona",141274,63.9,1.2,2.0,141274,24.0,13.8,21.3,19.5,4.3,Coconino County, Arizona
0500000US04007,"Gila County, Arizona",53546,76.9,0.7,0.8,53546,9.8,9.8,19.3,32.5,11.700000000000001,Gila County, Arizona
0500000US04009,"Graham County, Arizona",37996,79.9,2.0,0.6,37996,15.2,15.0,23.5,18.200000000000003,5.9,Graham County, Arizona
0500000US04011,"Greenlee County, Arizona",9522,91.5,2.2,0.5,9522,15.2,13.0,25.0,17.6,5.8999999999999995,Greenlee County, Arizona
0500000US04012,"La Paz County, Arizona",20793,77.1,1.0,0.7,20793,9.1,8.3,17.4,31.400000000000002,20.0,La Paz County, Arizona
0500000US04013,"Maricopa County, Arizona",4328810,77.6,5.6,4.2,4328810,13.5,14.6,25.7,20.1,6.2,Maricopa County, Arizona
0500000US04015,"Mohave County, Arizona",207695,90.2,1.1,1.1,207695,9.4,10.2,20.4,33.099999999999994,12.7,Mohave County, Arizona
0500000US04017,"Navajo County, Arizona",109270,47.1,0.9,0.6,109270,13.100000000000001,12.1,22.0,23.700000000000003,6.8,Navajo County, Arizona
0500000US04019,"Pima County, Arizona",1027207,76.0,3.6,2.9,1027207,15.5,12.7,22.6,23.5,8.2,Pima County, Arizona
0500000US04021,"Pinal County, Arizona",432793,79.9,4.4,1.6,432793,11.7,13.2,24.299999999999997,23.9,7.7,Pinal County, Arizona
0500000US04023,"Santa Cruz County, Arizona",46480,85.7,0.6,0.9,46480,14.6,10.7,22.7,22.299999999999997,7.3,Santa Cruz County, Arizona
0500000US04025,"Yavapai County, Arizona",228067,91.3,0.7,1.0,228067,9.6,9.1,19.700000000000003,35.7,12.3,Yavapai County, Arizona
0500000US04027,"Yuma County, Arizona",209468,76.3,2.2,1.3,209468,15.5,13.9,21.1,19.0,9.2,Yuma County, Arizona
0500000US05001,"Arkansas County, Arkansas",17914,72.1,25.9,0.0,17914,11.4,11.6,24.1,25.7,8.0,Arkansas County, Arkansas
0500000US05003,"Ashley County, Arkansas",20270,72.4,25.4,0.2,20270,12.3,9.5,24.799999999999997,25.6,8.2,Ashley County, Arkansas
0500000US05005,"Baxter County, Arkansas",41427,96.7,0.2,0.4,41427,9.1,9.5,20.8,32.0,14.5,Baxter County, Arkansas
0500000US05007,"Benton County, Arkansas",265759,87.6,1.7,3.9,265759,12.4,14.8,26.7,18.400000000000002,5.5,Benton County, Arkansas
0500000US05009,"Boone County, Arkansas",37331,96.2,0.3,0.4,37331,11.2,12.0,24.1,24.7,8.8,Boone County, Arkansas
0500000US05011,"Bradley County, Arkansas",10874,65.9,28.8,0.1,10874,10.7,11.5,26.6,22.4,8.7,Bradley County, Arkansas
0500000US05013,"Calhoun County, Arkansas",5192,76.2,21.7,0.0,5192,13.5,12.1,23.1,26.4,10.0,Calhoun County, Arkansas
0500000US05015,"Carroll County, Arkansas",27965,92.1,1.0,1.4,27965,11.1,10.7,22.5,29.299999999999997,8.5,Carroll County, Arkansas
0500000US05017,"Chicot County, Arkansas",10615,43.5,53.9,0.6,10615,11.2,11.9,22.700000000000003,25.9,9.600000000000001,Chicot County, Arkansas
0500000US05019,"Clark County, Arkansas",22386,70.2,24.3,0.7,22386,25.4,9.8,21.2,20.4,7.4,Clark County, Arkansas
0500000US05021,"Clay County, Arkansas",14889,95.9,0.7,0.0,14889,11.5,11.0,24.8,25.4,9.6,Clay County, Arkansas
0500000US05023,"Cleburne County, Arkansas",25100,96.9,0.4,0.7,25100,9.8,9.8,22.7,29.6,12.4,Cleburne County, Arkansas
0500000US05025,"Cleveland County, Arkansas",8128,85.8,12.8,0.0,8128,11.3,10.6,24.9,26.299999999999997,8.4,Cleveland County, Arkansas
0500000US05027,"Columbia County, Arkansas",23776,60.5,36.1,1.1,23776,20.9,10.6,21.9,21.299999999999997,7.9,Columbia County, Arkansas
0500000US05029,"Conway County, Arkansas",20858,85.1,10.4,0.3,20858,11.600000000000001,11.6,24.7,25.0,8.2,Conway County, Arkansas
0500000US05031,"Craighead County, Arkansas",107345,78.8,14.5,1.4,107345,14.9,15.3,24.5,18.599999999999998,5.800000000000001,Craighead County, Arkansas
0500000US05033,"Crawford County, Arkansas",62739,88.1,1.6,1.9,62739,12.399999999999999,12.6,25.2,22.799999999999997,6.9,Crawford County, Arkansas
0500000US05035,"Crittenden County, Arkansas",48672,43.5,48.0,0.7,48672,13.7,13.2,24.5,20.5,5.5,Crittenden County, Arkansas
0500000US05037,"Cross County, Arkansas",16824,73.6,18.7,0.0,16824,12.0,11.6,25.0,24.599999999999998,7.1000000000000005,Cross County, Arkansas
0500000US05039,"Dallas County, Arkansas",7279,53.4,43.2,0.1,7279,13.9,11.3,21.6,28.5,9.3,Dallas County, Arkansas
0500000US05041,"Desha County, Arkansas",11709,48.8,46.6,0.4,11709,12.0,11.9,21.8,25.2,7.9,Desha County, Arkansas
0500000US05043,"Drew County, Arkansas",18417,68.5,28.7,0.3,18417,18.6,11.7,22.1,21.8,7.7,Drew County, Arkansas
0500000US05045,"Faulkner County, Arkansas",123624,82.1,11.4,1.3,123624,19.299999999999997,14.2,24.3,18.1,4.8,Faulkner County, Arkansas
0500000US05047,"Franklin County, Arkansas",17738,94.0,1.0,0.8,17738,12.8,10.8,24.1,24.4,8.5,Franklin County, Arkansas
0500000US05049,"Fulton County, Arkansas",12231,96.0,0.5,0.1,12231,10.899999999999999,9.0,22.3,29.900000000000002,11.2,Fulton County, Arkansas
0500000US05051,"Garland County, Arkansas",98555,86.1,8.2,0.6,98555,10.899999999999999,11.4,23.2,27.7,10.2,Garland County, Arkansas
0500000US05053,"Grant County, Arkansas",18126,94.8,2.7,0.0,18126,11.4,12.1,26.4,24.5,7.199999999999999,Grant County, Arkansas
0500000US05055,"Greene County, Arkansas",44937,94.7,1.9,0.4,44937,12.8,13.1,26.0,21.299999999999997,6.6,Greene County, Arkansas
0500000US05057,"Hempstead County, Arkansas",21842,57.3,30.1,0.1,21842,12.8,9.8,24.5,23.200000000000003,8.0,Hempstead County, Arkansas
0500000US05059,"Hot Spring County, Arkansas",33597,84.6,11.4,0.4,33597,10.8,14.0,25.6,25.5,7.199999999999999,Hot Spring County, Arkansas
0500000US05061,"Howard County, Arkansas",13311,67.4,20.9,0.3,13311,13.1,11.4,24.3,22.6,7.7,Howard County, Arkansas
0500000US05063,"Independence County, Arkansas",37427,91.1,1.9,0.7,37427,12.899999999999999,11.7,24.8,23.3,7.5,Independence County, Arkansas
0500000US05065,"Izard County, Arkansas",13570,94.0,1.8,0.0,13570,10.0,10.4,24.200000000000003,29.200000000000003,11.5,Izard County, Arkansas
0500000US05067,"Jackson County, Arkansas",17027,77.7,12.3,0.0,17027,11.5,15.1,25.6,23.7,7.4,Jackson County, Arkansas
0500000US05069,"Jefferson County, Arkansas",69282,39.7,56.5,1.0,69282,14.100000000000001,13.2,24.1,23.799999999999997,6.7,Jefferson County, Arkansas
0500000US05071,"Johnson County, Arkansas",26372,91.2,1.6,2.1,26372,14.0,11.7,25.1,22.7,6.6000000000000005,Johnson County, Arkansas
0500000US05073,"Lafayette County, Arkansas",6800,60.0,36.0,0.4,6800,12.0,9.7,22.700000000000003,29.099999999999998,10.5,Lafayette County, Arkansas
0500000US05075,"Lawrence County, Arkansas",16549,96.6,1.1,0.2,16549,13.7,11.4,23.799999999999997,24.1,8.600000000000001,Lawrence County, Arkansas
0500000US05077,"Lee County, Arkansas",9194,43.0,55.6,0.2,9194,11.6,14.2,26.9,24.2,8.2,Lee County, Arkansas
0500000US05079,"Lincoln County, Arkansas",13455,65.9,30.5,0.0,13455,10.7,17.7,32.1,20.9,5.9,Lincoln County, Arkansas
0500000US05081,"Little River County, Arkansas",12347,73.9,21.9,0.3,12347,11.2,10.7,25.4,25.799999999999997,8.6,Little River County, Arkansas
0500000US05083,"Logan County, Arkansas",21668,91.8,1.4,2.2,21668,11.7,11.5,25.3,25.5,8.4,Logan County, Arkansas
0500000US05085,"Lonoke County, Arkansas",72528,88.7,5.7,0.9,72528,12.2,14.8,26.7,19.9,5.2,Lonoke County, Arkansas
0500000US05087,"Madison County, Arkansas",16211,93.6,0.3,1.3,16211,12.0,10.9,24.9,25.6,7.4,Madison County, Arkansas
0500000US05089,"Marion County, Arkansas",16476,96.0,0.5,0.9,16476,8.6,8.8,21.2,35.3,11.1,Marion County, Arkansas
0500000US05091,"Miller County, Arkansas",43572,69.8,24.8,0.4,43572,12.4,13.4,25.4,22.7,6.699999999999999,Miller County, Arkansas
0500000US05093,"Mississippi County, Arkansas",42126,60.3,33.7,0.6,42126,13.600000000000001,13.2,24.1,21.4,5.9,Mississippi County, Arkansas
0500000US05095,"Monroe County, Arkansas",7050,54.6,43.0,0.4,7050,11.0,9.2,23.4,28.7,10.100000000000001,Monroe County, Arkansas
0500000US05097,"Montgomery County, Arkansas",8950,92.1,0.3,0.4,8950,10.5,8.8,22.9,31.200000000000003,11.8,Montgomery County, Arkansas
0500000US05099,"Nevada County, Arkansas",8351,62.8,34.5,0.0,8351,11.2,10.2,24.799999999999997,27.5,7.4,Nevada County, Arkansas
0500000US05101,"Newton County, Arkansas",7812,94.2,0.0,0.7,7812,10.8,9.1,22.0,32.2,10.0,Newton County, Arkansas
0500000US05103,"Ouachita County, Arkansas",23830,57.0,41.6,0.1,23830,12.1,10.5,23.1,26.6,8.5,Ouachita County, Arkansas
0500000US05105,"Perry County, Arkansas",10355,96.2,0.7,0.0,10355,11.7,10.6,25.0,26.400000000000002,8.1,Perry County, Arkansas
0500000US05107,"Phillips County, Arkansas",18606,36.1,63.2,0.0,18606,14.0,10.0,22.200000000000003,24.7,7.5,Phillips County, Arkansas
0500000US05109,"Pike County, Arkansas",10756,90.9,4.1,0.6,10756,12.1,10.8,24.9,25.5,8.7,Pike County, Arkansas
0500000US05111,"Poinsett County, Arkansas",23896,88.4,4.6,0.1,23896,12.1,12.3,25.1,23.7,7.1,Poinsett County, Arkansas
0500000US05113,"Polk County, Arkansas",20094,91.6,0.5,0.3,20094,11.4,10.9,22.7,26.9,9.5,Polk County, Arkansas
0500000US05115,"Pope County, Arkansas",63761,91.2,3.0,1.0,63761,17.2,13.3,22.799999999999997,21.0,6.4,Pope County, Arkansas
0500000US05117,"Prairie County, Arkansas",8189,85.7,12.4,0.2,8189,10.3,10.6,24.0,27.3,11.100000000000001,Prairie County, Arkansas
0500000US05119,"Pulaski County, Arkansas",392967,55.9,36.8,2.2,392967,12.5,14.9,25.1,22.0,6.0,Pulaski County, Arkansas
0500000US05121,"Randolph County, Arkansas",17695,95.2,1.1,0.1,17695,11.8,12.3,23.8,23.900000000000002,9.1,Randolph County, Arkansas
0500000US05123,"St. Francis County, Arkansas",25900,41.0,53.5,0.6,25900,11.9,13.7,26.6,22.4,6.5,St. Francis County, Arkansas
0500000US05125,"Saline County, Arkansas",119415,88.4,7.1,1.3,119415,11.5,12.8,26.5,22.8,7.1,Saline County, Arkansas
0500000US05127,"Scott County, Arkansas",10376,89.0,0.2,0.7,10376,11.7,11.0,22.700000000000003,25.3,8.4,Scott County, Arkansas
0500000US05129,"Searcy County, Arkansas",7908,93.2,0.6,0.7,7908,10.5,10.1,22.5,29.7,11.100000000000001,Searcy County, Arkansas
0500000US05131,"Sebastian County, Arkansas",127591,73.5,6.8,4.5,127591,13.3,13.2,25.200000000000003,21.9,6.4,Sebastian County, Arkansas
0500000US05133,"Sevier County, Arkansas",17081,62.9,4.8,0.4,17081,13.5,12.1,24.9,20.0,5.6,Sevier County, Arkansas
0500000US05135,"Sharp County, Arkansas",17139,95.0,0.8,0.1,17139,10.5,9.2,22.7,29.4,11.1,Sharp County, Arkansas
0500000US05137,"Stone County, Arkansas",12475,96.5,0.1,0.5,12475,10.6,8.9,21.4,31.599999999999998,12.0,Stone County, Arkansas
0500000US05139,"Union County, Arkansas",39449,63.9,32.7,0.7,39449,11.9,11.9,24.299999999999997,24.3,7.3999999999999995,Union County, Arkansas
0500000US05141,"Van Buren County, Arkansas",16642,95.0,0.6,0.2,16642,10.5,9.2,22.8,29.700000000000003,11.8,Van Buren County, Arkansas
0500000US05143,"Washington County, Arkansas",232289,77.2,3.7,2.5,232289,18.7,15.1,24.299999999999997,16.8,4.6,Washington County, Arkansas
0500000US05145,"White County, Arkansas",78762,91.1,4.4,0.7,78762,15.7,12.1,24.5,21.5,6.7,White County, Arkansas
0500000US05147,"Woodruff County, Arkansas",6533,69.8,28.1,0.9,6533,10.2,9.6,24.200000000000003,28.0,9.5,Woodruff County, Arkansas
0500000US05149,"Yell County, Arkansas",21464,78.6,2.5,1.1,21464,12.5,10.9,25.200000000000003,23.9,7.6,Yell County, Arkansas
0500000US06001,"Alameda County, California",1656754,40.5,10.6,30.1,1656754,11.8,16.7,28.5,20.1,5.5,Alameda County, California
0500000US06003,"Alpine County, California",1039,57.7,0.9,1.0,1039,9.8,6.4,19.6,40.3,7.8,Alpine County, California
0500000US06005,"Amador County, California",38429,86.7,2.4,1.3,38429,8.7,10.7,24.7,33.199999999999996,10.2,Amador County, California
0500000US06007,"Butte County, California",225817,81.6,1.5,4.6,225817,17.9,12.8,21.6,23.4,7.5,Butte County, California
0500000US06009,"Calaveras County, California",45514,90.5,0.7,1.5,45514,9.6,9.0,21.7,34.9,10.9,Calaveras County, California
0500000US06011,"Colusa County, California",21454,88.3,1.5,1.4,21454,13.600000000000001,13.5,23.700000000000003,20.9,5.6,Colusa County, California
0500000US06013,"Contra Costa County, California",1142251,55.8,8.7,16.7,1142251,12.3,12.7,27.700000000000003,22.1,6.4,Contra Costa County, California
0500000US06015,"Del Norte County, California",27495,74.9,3.4,3.2,27495,10.5,14.5,25.3,24.9,6.7,Del Norte County, California
0500000US06017,"El Dorado County, California",188563,87.6,0.8,4.5,188563,11.1,10.1,25.1,29.6,7.800000000000001,El Dorado County, California
0500000US06019,"Fresno County, California",984521,65.0,4.8,10.3,984521,14.6,15.3,23.8,17.4,4.9,Fresno County, California
0500000US06021,"Glenn County, California",27976,81.1,0.8,2.9,27976,13.7,12.2,23.6,21.3,7.0,Glenn County, California
0500000US06023,"Humboldt County, California",135940,79.9,1.1,3.1,135940,15.9,13.5,23.5,24.5,6.4,Humboldt County, California
0500000US06025,"Imperial County, California",180701,65.1,2.5,1.5,180701,15.0,14.7,23.4,17.4,5.6,Imperial County, California
0500000US06027,"Inyo County, California",17977,78.8,0.9,1.9,17977,9.600000000000001,10.7,23.6,29.2,10.0,Inyo County, California
0500000US06029,"Kern County, California",887641,74.4,5.5,4.7,887641,15.0,15.5,24.0,16.8,4.2,Kern County, California
0500000US06031,"Kings County, California",150691,67.7,6.4,3.9,150691,15.3,16.8,25.4,15.2,4.1,Kings County, California
0500000US06033,"Lake County, California",64195,76.9,2.3,1.1,64195,10.5,10.9,22.9,30.1,8.5,Lake County, California
0500000US06035,"Lassen County, California",30818,82.2,8.7,1.4,30818,14.2,20.5,26.4,20.799999999999997,5.6,Lassen County, California
0500000US06037,"Los Angeles County, California",10081570,51.3,8.1,14.6,10081570,13.5,16.1,27.1,19.3,5.7,Los Angeles County, California
0500000US06039,"Madera County, California",155433,69.5,3.2,2.1,155433,14.1,13.9,23.9,19.6,5.5,Madera County, California
0500000US06041,"Marin County, California",259943,77.8,2.2,5.9,259943,10.2,8.7,27.700000000000003,27.9,8.9,Marin County, California
0500000US06043,"Mariposa County, California",17420,88.4,1.5,1.2,17420,8.100000000000001,10.9,21.8,34.1,11.399999999999999,Mariposa County, California
0500000US06045,"Mendocino County, California",87224,83.6,0.7,2.1,87224,11.0,11.3,23.6,28.599999999999998,7.5,Mendocino County, California
0500000US06047,"Merced County, California",271382,55.1,3.2,7.5,271382,16.2,14.5,23.6,16.4,4.6,Merced County, California
0500000US06049,"Modoc County, California",8907,89.5,1.5,1.1,8907,8.2,11.6,20.7,32.0,11.5,Modoc County, California
0500000US06051,"Mono County, California",14310,83.3,0.8,2.6,14310,16.3,14.8,23.8,26.0,4.7,Mono County, California
0500000US06053,"Monterey County, California",433410,53.3,2.6,5.6,433410,14.3,14.4,24.8,18.8,5.5,Monterey County, California
0500000US06055,"Napa County, California",139623,73.4,2.1,8.1,139623,12.600000000000001,12.3,25.9,24.1,8.0,Napa County, California
0500000US06057,"Nevada County, California",99244,92.4,0.6,1.1,99244,9.3,9.7,22.8,34.0,10.1,Nevada County, California
0500000US06059,"Orange County, California",3168044,61.0,1.8,20.5,3168044,13.2,14.4,27.2,20.6,6.199999999999999,Orange County, California
0500000US06061,"Placer County, California",385512,82.2,1.7,7.5,385512,11.600000000000001,11.0,26.6,24.4,8.2,Placer County, California
0500000US06063,"Plumas County, California",18660,90.3,0.9,1.2,18660,8.5,9.5,21.5,36.8,9.8,Plumas County, California
0500000US06065,"Riverside County, California",2411439,59.9,6.5,6.5,2411439,14.4,13.9,25.4,19.3,6.1000000000000005,Riverside County, California
0500000US06067,"Sacramento County, California",1524553,57.3,9.8,15.7,1524553,12.600000000000001,15.7,25.9,20.2,5.7,Sacramento County, California
0500000US06069,"San Benito County, California",60376,81.6,0.8,3.0,60376,14.2,13.5,26.3,19.7,5.0,San Benito County, California
0500000US06071,"San Bernardino County, California",2149031,61.2,8.3,7.2,2149031,15.100000000000001,15.1,25.200000000000003,18.1,4.4,San Bernardino County, California
0500000US06073,"San Diego County, California",3316073,70.7,5.0,11.9,3316073,14.0,16.5,25.8,19.6,5.8,San Diego County, California
0500000US06075,"San Francisco County, California",874961,46.4,5.2,34.4,874961,9.0,23.5,29.0,20.1,7.0,San Francisco County, California
0500000US06077,"San Joaquin County, California",742603,56.5,7.0,15.6,742603,14.4,13.9,25.3,18.5,5.1,San Joaquin County, California
0500000US06079,"San Luis Obispo County, California",282165,85.5,1.9,3.6,282165,18.4,11.6,22.0,25.3,8.0,San Luis Obispo County, California
