id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US08037,"Eagle County, Colorado",34.2,24.1,20.0,12.2,9.5,39683.0,13.5,Eagle County, Colorado
0500000US08039,"Elbert County, Colorado",44.5,15.0,18.5,12.8,9.3,49067.0,5.3,Elbert County, Colorado
0500000US08041,"El Paso County, Colorado",42.0,18.2,22.1,8.5,9.3,34363.0,7.2,El Paso County, Colorado
0500000US08043,"Fremont County, Colorado",33.3,23.8,21.5,12.5,8.9,30718.0,6.9,Fremont County, Colorado
0500000US08045,"Garfield County, Colorado",35.0,19.1,20.4,16.0,9.5,37612.0,16.0,Garfield County, Colorado
0500000US08047,"Gilpin County, Colorado",44.4,22.1,20.3,5.5,7.6,43989.0,5.7,Gilpin County, Colorado
0500000US08049,"Grand County, Colorado",31.8,23.1,17.9,19.5,7.7,36331.0,13.1,Grand County, Colorado
0500000US08051,"Gunnison County, Colorado",34.7,22.1,20.3,13.5,9.5,26369.0,9.5,Gunnison County, Colorado
0500000US08053,"Hinsdale County, Colorado",40.6,24.0,15.9,16.7,2.9,30804.0,10.0,Hinsdale County, Colorado
0500000US08055,"Huerfano County, Colorado",31.4,19.3,22.9,16.6,9.9,28182.0,9.6,Huerfano County, Colorado
0500000US08057,"Jackson County, Colorado",31.4,18.3,20.0,22.8,7.6,26520.0,6.1,Jackson County, Colorado
0500000US08059,"Jefferson County, Colorado",47.3,14.6,22.1,7.5,8.5,43291.0,5.5,Jefferson County, Colorado
0500000US08061,"Kiowa County, Colorado",35.3,17.9,23.0,15.9,7.9,28073.0,6.3,Kiowa County, Colorado
0500000US08063,"Kit Carson County, Colorado",33.6,17.8,18.2,21.1,9.3,30330.0,9.1,Kit Carson County, Colorado
0500000US08065,"Lake County, Colorado",35.5,16.3,23.1,17.3,7.9,31097.0,14.0,Lake County, Colorado
0500000US08067,"La Plata County, Colorado",42.6,18.0,21.8,9.2,8.4,34379.0,8.4,La Plata County, Colorado
0500000US08069,"Larimer County, Colorado",45.4,16.9,20.3,8.0,9.4,33989.0,5.9,Larimer County, Colorado
0500000US08071,"Las Animas County, Colorado",31.5,25.4,20.3,13.5,9.2,26275.0,8.5,Las Animas County, Colorado
0500000US08073,"Lincoln County, Colorado",40.2,17.1,28.0,8.7,5.9,30239.0,8.1,Lincoln County, Colorado
0500000US08075,"Logan County, Colorado",30.0,22.9,16.2,17.2,13.8,30635.0,9.2,Logan County, Colorado
0500000US08077,"Mesa County, Colorado",36.1,19.1,20.7,12.1,12.0,30250.0,9.7,Mesa County, Colorado
0500000US08079,"Mineral County, Colorado",41.1,29.2,14.4,11.0,4.3,30189.0,9.1,Mineral County, Colorado
0500000US08081,"Moffat County, Colorado",29.7,19.3,18.0,19.8,13.2,32813.0,15.6,Moffat County, Colorado
0500000US08083,"Montezuma County, Colorado",32.1,20.7,23.0,13.9,10.4,29667.0,12.1,Montezuma County, Colorado
0500000US08085,"Montrose County, Colorado",31.9,19.1,22.0,14.1,12.9,30634.0,10.6,Montrose County, Colorado
0500000US08087,"Morgan County, Colorado",26.9,17.3,16.1,16.8,22.9,31450.0,9.0,Morgan County, Colorado
0500000US08089,"Otero County, Colorado",35.1,19.7,16.7,13.1,15.4,25822.0,10.3,Otero County, Colorado
0500000US08091,"Ouray County, Colorado",51.1,17.0,17.7,9.3,4.9,36399.0,10.0,Ouray County, Colorado
0500000US08093,"Park County, Colorado",33.0,15.5,26.4,13.0,12.1,39642.0,8.9,Park County, Colorado
0500000US08095,"Phillips County, Colorado",35.6,16.9,12.4,18.8,16.3,37180.0,14.3,Phillips County, Colorado
0500000US08097,"Pitkin County, Colorado",43.8,20.5,22.1,7.2,6.4,39783.0,9.9,Pitkin County, Colorado
0500000US08099,"Prowers County, Colorado",32.5,17.4,21.2,16.0,12.9,28570.0,10.0,Prowers County, Colorado
0500000US08101,"Pueblo County, Colorado",31.6,21.6,24.3,9.5,13.0,29749.0,6.7,Pueblo County, Colorado
0500000US08103,"Rio Blanco County, Colorado",31.7,20.0,19.2,18.8,10.3,32750.0,8.4,Rio Blanco County, Colorado
0500000US08105,"Rio Grande County, Colorado",27.2,21.5,20.4,19.9,11.1,25207.0,10.8,Rio Grande County, Colorado
0500000US08107,"Routt County, Colorado",37.6,22.6,21.2,11.1,7.5,38211.0,7.3,Routt County, Colorado
0500000US08109,"Saguache County, Colorado",29.2,13.6,19.1,25.0,13.0,25738.0,13.3,Saguache County, Colorado
0500000US08111,"San Juan County, Colorado",28.2,25.0,28.5,9.6,8.7,39732.0,8.8,San Juan County, Colorado
0500000US08113,"San Miguel County, Colorado",42.5,19.4,22.7,7.5,7.9,36962.0,8.7,San Miguel County, Colorado
0500000US08115,"Sedgwick County, Colorado",35.7,15.2,20.2,18.0,10.9,26691.0,9.0,Sedgwick County, Colorado
0500000US08117,"Summit County, Colorado",32.0,30.3,17.7,10.8,9.2,36545.0,16.6,Summit County, Colorado
0500000US08119,"Teller County, Colorado",41.1,18.6,20.0,12.1,8.2,36097.0,8.6,Teller County, Colorado
0500000US08121,"Washington County, Colorado",38.0,16.3,16.2,14.8,14.6,30826.0,4.7,Washington County, Colorado
0500000US08123,"Weld County, Colorado",34.2,16.0,21.1,13.1,15.6,37371.0,7.9,Weld County, Colorado
0500000US08125,"Yuma County, Colorado",33.5,15.9,18.5,16.7,15.4,32218.0,9.0,Yuma County, Colorado
0500000US09001,"Fairfield County, Connecticut",46.0,17.9,21.1,7.2,7.8,44594.0,8.4,Fairfield County, Connecticut
0500000US09003,"Hartford County, Connecticut",44.2,16.6,21.7,6.1,11.5,43761.0,4.1,Hartford County, Connecticut
0500000US09005,"Litchfield County, Connecticut",41.6,16.8,20.7,9.6,11.3,42793.0,3.9,Litchfield County, Connecticut
0500000US09007,"Middlesex County, Connecticut",45.8,15.9,22.1,7.7,8.5,48344.0,3.2,Middlesex County, Connecticut
0500000US09009,"New Haven County, Connecticut",42.3,17.6,21.6,7.3,11.2,41158.0,5.0,New Haven County, Connecticut
0500000US09011,"New London County, Connecticut",41.0,22.1,19.1,7.4,10.4,38591.0,4.0,New London County, Connecticut
0500000US09013,"Tolland County, Connecticut",45.6,16.6,20.0,8.2,9.6,40923.0,2.6,Tolland County, Connecticut
0500000US09015,"Windham County, Connecticut",34.0,20.0,21.7,10.1,14.2,36445.0,4.1,Windham County, Connecticut
0500000US10001,"Kent County, Delaware",33.0,20.7,21.5,10.1,14.7,32343.0,7.1,Kent County, Delaware
0500000US10003,"New Castle County, Delaware",44.3,16.7,21.4,7.5,10.1,40509.0,4.9,New Castle County, Delaware
0500000US10005,"Sussex County, Delaware",34.9,18.3,23.0,11.6,12.3,32818.0,6.7,Sussex County, Delaware
0500000US11001,"District of Columbia, District of Columbia",63.6,14.5,15.1,2.7,4.1,55712.0,3.7,District of Columbia, District of Columbia
0500000US12001,"Alachua County, Florida",47.0,20.1,20.8,5.3,6.7,26794.0,8.4,Alachua County, Florida
0500000US12003,"Baker County, Florida",31.6,16.1,25.2,10.3,16.7,33088.0,10.0,Baker County, Florida
0500000US12005,"Bay County, Florida",32.9,21.1,23.4,10.5,12.1,30782.0,13.1,Bay County, Florida
0500000US12007,"Bradford County, Florida",30.2,21.1,22.5,12.4,13.9,30699.0,11.3,Bradford County, Florida
0500000US12009,"Brevard County, Florida",39.3,19.0,22.5,8.6,10.6,31882.0,10.2,Brevard County, Florida
0500000US12011,"Broward County, Florida",36.1,19.9,25.3,8.5,10.1,32415.0,14.2,Broward County, Florida
0500000US12013,"Calhoun County, Florida",27.7,26.0,18.1,15.7,12.5,30425.0,16.5,Calhoun County, Florida
0500000US12015,"Charlotte County, Florida",30.0,21.5,26.7,12.2,9.7,26983.0,10.4,Charlotte County, Florida
0500000US12017,"Citrus County, Florida",30.4,22.1,23.3,11.8,12.3,26550.0,10.2,Citrus County, Florida
0500000US12019,"Clay County, Florida",35.2,17.3,24.6,10.6,12.2,34829.0,10.3,Clay County, Florida
0500000US12021,"Collier County, Florida",31.0,24.3,22.0,14.2,8.4,30603.0,15.4,Collier County, Florida
0500000US12023,"Columbia County, Florida",30.7,20.8,22.8,12.4,13.3,29790.0,12.5,Columbia County, Florida
0500000US12027,"DeSoto County, Florida",16.9,21.7,16.4,32.4,12.7,22900.0,19.2,DeSoto County, Florida
0500000US12029,"Dixie County, Florida",25.5,19.8,17.9,18.3,18.5,30597.0,16.2,Dixie County, Florida
0500000US12031,"Duval County, Florida",37.3,18.2,24.4,8.3,11.8,32799.0,11.8,Duval County, Florida
0500000US12033,"Escambia County, Florida",33.6,20.5,25.9,8.4,11.6,30129.0,10.3,Escambia County, Florida
0500000US12035,"Flagler County, Florida",32.6,19.6,26.6,10.2,10.9,28280.0,13.4,Flagler County, Florida
0500000US12037,"Franklin County, Florida",26.6,25.0,20.8,17.7,9.9,27319.0,18.3,Franklin County, Florida
0500000US12039,"Gadsden County, Florida",29.8,21.5,23.6,12.1,13.0,29607.0,14.1,Gadsden County, Florida
0500000US12041,"Gilchrist County, Florida",22.2,19.9,24.4,18.9,14.7,26202.0,17.6,Gilchrist County, Florida
0500000US12043,"Glades County, Florida",23.3,18.4,17.6,21.6,19.1,26436.0,24.1,Glades County, Florida
0500000US12045,"Gulf County, Florida",31.2,25.3,17.2,17.5,8.7,27333.0,10.4,Gulf County, Florida
0500000US12047,"Hamilton County, Florida",23.3,25.0,24.2,10.6,17.0,24114.0,13.7,Hamilton County, Florida
0500000US12049,"Hardee County, Florida",21.3,18.5,20.7,22.1,17.4,24884.0,11.7,Hardee County, Florida
0500000US12051,"Hendry County, Florida",19.2,14.1,18.8,30.6,17.3,23636.0,25.6,Hendry County, Florida
0500000US12053,"Hernando County, Florida",32.1,21.0,25.4,10.1,11.4,29969.0,12.2,Hernando County, Florida
0500000US12055,"Highlands County, Florida",28.4,21.4,24.1,13.2,13.0,23387.0,11.1,Highlands County, Florida
0500000US12057,"Hillsborough County, Florida",39.1,17.7,24.5,8.8,10.0,33797.0,12.6,Hillsborough County, Florida
0500000US12059,"Holmes County, Florida",28.5,23.0,20.2,15.4,12.9,26286.0,17.7,Holmes County, Florida
0500000US12061,"Indian River County, Florida",33.1,21.1,24.8,11.2,9.8,28296.0,11.8,Indian River County, Florida
0500000US12063,"Jackson County, Florida",29.4,22.8,21.9,11.8,14.1,27255.0,11.3,Jackson County, Florida
0500000US12065,"Jefferson County, Florida",34.4,21.5,24.9,12.3,7.0,31857.0,7.3,Jefferson County, Florida
0500000US12067,"Lafayette County, Florida",27.2,17.7,24.4,17.7,13.1,30730.0,16.6,Lafayette County, Florida
0500000US12069,"Lake County, Florida",34.4,21.4,24.8,9.3,10.1,30455.0,10.3,Lake County, Florida
0500000US12071,"Lee County, Florida",31.2,20.5,25.9,12.3,10.0,30409.0,13.3,Lee County, Florida
0500000US12073,"Leon County, Florida",46.1,17.8,24.5,5.1,6.5,27889.0,8.1,Leon County, Florida
0500000US12075,"Levy County, Florida",24.1,24.7,21.9,17.2,12.1,25762.0,15.2,Levy County, Florida
0500000US12077,"Liberty County, Florida",25.4,18.3,24.6,15.9,15.7,31536.0,15.2,Liberty County, Florida
0500000US12079,"Madison County, Florida",28.9,22.3,22.1,10.0,16.8,26369.0,12.7,Madison County, Florida
0500000US12081,"Manatee County, Florida",34.8,19.9,24.6,9.6,11.1,31124.0,12.2,Manatee County, Florida
0500000US12083,"Marion County, Florida",30.1,21.8,26.2,10.1,11.8,27347.0,11.4,Marion County, Florida
0500000US12085,"Martin County, Florida",38.1,20.0,24.0,9.9,8.1,32161.0,10.4,Martin County, Florida
0500000US12086,"Miami-Dade County, Florida",33.0,20.8,25.2,9.7,11.3,30095.0,16.8,Miami-Dade County, Florida
0500000US12087,"Monroe County, Florida",31.4,24.1,23.1,13.8,7.7,35484.0,18.2,Monroe County, Florida
0500000US12089,"Nassau County, Florida",35.1,19.0,22.3,10.2,13.3,35294.0,10.5,Nassau County, Florida
0500000US12091,"Okaloosa County, Florida",38.1,22.1,21.5,9.7,8.7,31759.0,11.7,Okaloosa County, Florida
0500000US12093,"Okeechobee County, Florida",21.8,22.2,17.2,22.2,16.7,26713.0,16.1,Okeechobee County, Florida
0500000US12095,"Orange County, Florida",37.2,20.1,24.4,7.7,10.5,31073.0,13.3,Orange County, Florida
0500000US12097,"Osceola County, Florida",27.0,24.3,25.1,9.5,14.1,25950.0,14.5,Osceola County, Florida
0500000US12099,"Palm Beach County, Florida",37.3,21.8,23.5,8.9,8.5,32308.0,13.0,Palm Beach County, Florida
0500000US12101,"Pasco County, Florida",36.6,18.2,25.7,9.9,9.7,33267.0,11.5,Pasco County, Florida
0500000US12103,"Pinellas County, Florida",39.4,18.0,26.2,6.7,9.8,33120.0,10.9,Pinellas County, Florida
0500000US12105,"Polk County, Florida",29.5,20.4,24.3,10.9,14.9,30105.0,12.7,Polk County, Florida
0500000US12107,"Putnam County, Florida",24.3,22.1,21.8,17.0,14.8,25929.0,16.0,Putnam County, Florida
0500000US12109,"St. Johns County, Florida",46.4,15.6,24.4,6.3,7.2,40346.0,8.0,St. Johns County, Florida
0500000US12111,"St. Lucie County, Florida",28.7,22.0,25.1,12.3,11.9,29732.0,13.7,St. Lucie County, Florida
0500000US12113,"Santa Rosa County, Florida",38.3,17.0,23.8,10.8,10.2,34854.0,9.3,Santa Rosa County, Florida
0500000US12115,"Sarasota County, Florida",35.2,21.0,25.5,9.2,9.1,31764.0,11.0,Sarasota County, Florida
0500000US12117,"Seminole County, Florida",45.5,14.8,25.0,6.4,8.2,37090.0,9.5,Seminole County, Florida
0500000US12119,"Sumter County, Florida",30.6,22.7,26.1,9.5,11.2,23072.0,5.6,Sumter County, Florida
0500000US12121,"Suwannee County, Florida",27.1,24.1,19.0,15.3,14.6,27290.0,13.9,Suwannee County, Florida
0500000US12123,"Taylor County, Florida",24.9,21.7,22.8,13.7,16.9,26081.0,9.6,Taylor County, Florida
0500000US12125,"Union County, Florida",29.8,25.4,20.0,7.9,16.9,26104.0,10.8,Union County, Florida
0500000US12127,"Volusia County, Florida",31.8,20.8,25.7,10.5,11.2,30332.0,11.5,Volusia County, Florida
0500000US12129,"Wakulla County, Florida",38.3,22.1,20.2,13.3,6.1,34386.0,8.9,Wakulla County, Florida
0500000US12131,"Walton County, Florida",35.6,20.6,25.5,11.0,7.2,30828.0,12.9,Walton County, Florida
0500000US12133,"Washington County, Florida",28.8,22.8,19.4,16.6,12.4,26116.0,12.8,Washington County, Florida
0500000US13001,"Appling County, Georgia",27.7,16.0,16.0,21.5,18.9,29913.0,15.4,Appling County, Georgia
0500000US13003,"Atkinson County, Georgia",24.4,12.9,15.5,20.5,26.7,26143.0,22.6,Atkinson County, Georgia
0500000US13005,"Bacon County, Georgia",27.8,15.2,20.4,15.0,21.6,25722.0,20.6,Bacon County, Georgia
0500000US13007,"Baker County, Georgia",28.8,12.8,22.8,19.2,16.4,31124.0,11.6,Baker County, Georgia
0500000US13009,"Baldwin County, Georgia",31.1,25.4,18.6,10.7,14.2,25298.0,11.9,Baldwin County, Georgia
0500000US13011,"Banks County, Georgia",26.7,16.3,20.8,14.6,21.6,27685.0,15.3,Banks County, Georgia
0500000US13013,"Barrow County, Georgia",30.3,14.3,24.8,11.8,18.7,32173.0,14.4,Barrow County, Georgia
0500000US13015,"Bartow County, Georgia",30.3,15.6,22.5,12.8,18.8,33660.0,14.9,Bartow County, Georgia
0500000US13017,"Ben Hill County, Georgia",22.9,13.1,26.1,11.3,26.6,25522.0,17.8,Ben Hill County, Georgia
0500000US13019,"Berrien County, Georgia",23.4,18.6,17.2,16.8,24.0,29482.0,22.7,Berrien County, Georgia
0500000US13021,"Bibb County, Georgia",33.8,21.7,24.2,6.2,14.2,27778.0,12.9,Bibb County, Georgia
0500000US13023,"Bleckley County, Georgia",29.1,17.7,19.8,18.8,14.6,29392.0,9.5,Bleckley County, Georgia
0500000US13025,"Brantley County, Georgia",25.1,17.7,17.8,19.9,19.5,30414.0,14.7,Brantley County, Georgia
0500000US13027,"Brooks County, Georgia",25.6,22.5,22.0,10.4,19.5,30983.0,18.1,Brooks County, Georgia
0500000US13029,"Bryan County, Georgia",41.3,16.4,20.0,10.7,11.6,39178.0,10.6,Bryan County, Georgia
0500000US13031,"Bulloch County, Georgia",32.0,19.6,20.9,11.3,16.2,22675.0,13.3,Bulloch County, Georgia
0500000US13033,"Burke County, Georgia",22.9,17.9,17.5,17.0,24.7,30506.0,12.3,Burke County, Georgia
0500000US13035,"Butts County, Georgia",28.3,16.6,24.2,12.4,18.5,28492.0,11.0,Butts County, Georgia
0500000US13037,"Calhoun County, Georgia",29.6,20.8,18.8,14.3,16.6,24375.0,17.0,Calhoun County, Georgia
0500000US13039,"Camden County, Georgia",33.1,18.3,23.3,12.7,12.6,31617.0,12.2,Camden County, Georgia
0500000US13043,"Candler County, Georgia",20.2,19.5,23.9,14.1,22.3,21759.0,21.9,Candler County, Georgia
0500000US13045,"Carroll County, Georgia",30.2,16.8,22.2,10.1,20.7,30122.0,12.3,Carroll County, Georgia
0500000US13047,"Catoosa County, Georgia",30.5,14.6,26.3,10.5,18.2,32110.0,11.5,Catoosa County, Georgia
0500000US13049,"Charlton County, Georgia",24.3,20.6,17.2,16.2,21.8,24323.0,20.0,Charlton County, Georgia
0500000US13051,"Chatham County, Georgia",36.6,21.0,21.3,7.0,14.1,30728.0,14.2,Chatham County, Georgia
0500000US13053,"Chattahoochee County, Georgia",36.1,15.8,21.0,13.4,13.7,25394.0,6.2,Chattahoochee County, Georgia
0500000US13055,"Chattooga County, Georgia",20.4,14.2,18.9,13.6,32.9,30137.0,14.2,Chattooga County, Georgia
0500000US13057,"Cherokee County, Georgia",43.0,14.8,24.3,8.4,9.6,41848.0,10.8,Cherokee County, Georgia
0500000US13059,"Clarke County, Georgia",40.7,20.8,19.0,5.9,13.6,20281.0,13.5,Clarke County, Georgia
0500000US13061,"Clay County, Georgia",25.7,20.7,26.2,12.2,15.2,21272.0,16.0,Clay County, Georgia
0500000US13063,"Clayton County, Georgia",24.5,20.7,23.8,9.2,21.8,28186.0,18.4,Clayton County, Georgia
0500000US13065,"Clinch County, Georgia",27.4,17.7,16.6,15.4,22.8,28640.0,19.4,Clinch County, Georgia
0500000US13067,"Cobb County, Georgia",46.9,14.5,21.9,7.1,9.6,41035.0,12.3,Cobb County, Georgia
0500000US13069,"Coffee County, Georgia",29.9,16.3,19.5,11.6,22.8,26740.0,18.6,Coffee County, Georgia
0500000US13071,"Colquitt County, Georgia",23.2,16.2,21.1,20.9,18.5,25387.0,21.1,Colquitt County, Georgia
0500000US13073,"Columbia County, Georgia",44.3,15.7,21.8,8.8,9.4,40033.0,7.9,Columbia County, Georgia
0500000US13075,"Cook County, Georgia",25.7,15.0,22.8,14.3,22.2,28120.0,18.0,Cook County, Georgia
0500000US13077,"Coweta County, Georgia",35.4,15.4,22.9,9.5,16.8,38788.0,9.7,Coweta County, Georgia
0500000US13079,"Crawford County, Georgia",23.7,19.3,22.0,17.2,17.8,29892.0,13.0,Crawford County, Georgia
0500000US13081,"Crisp County, Georgia",28.0,17.6,26.0,10.8,17.6,24688.0,15.7,Crisp County, Georgia
0500000US13083,"Dade County, Georgia",24.5,19.1,22.0,16.0,18.4,28296.0,12.3,Dade County, Georgia
0500000US13085,"Dawson County, Georgia",38.7,12.5,24.6,8.5,15.8,35090.0,12.1,Dawson County, Georgia
0500000US13087,"Decatur County, Georgia",25.8,22.4,20.2,12.4,19.1,29456.0,18.4,Decatur County, Georgia
0500000US13089,"DeKalb County, Georgia",45.3,15.5,21.5,5.7,12.0,36389.0,14.0,DeKalb County, Georgia
0500000US13091,"Dodge County, Georgia",30.2,19.6,18.0,12.3,19.9,28305.0,10.5,Dodge County, Georgia
0500000US13093,"Dooly County, Georgia",24.3,18.6,20.1,13.3,23.7,26624.0,16.7,Dooly County, Georgia
0500000US13095,"Dougherty County, Georgia",29.3,22.9,21.5,8.4,17.9,26281.0,16.5,Dougherty County, Georgia
0500000US13097,"Douglas County, Georgia",35.3,14.9,23.4,9.0,17.4,34164.0,12.9,Douglas County, Georgia
0500000US13099,"Early County, Georgia",28.7,15.0,16.1,19.2,21.1,25939.0,16.8,Early County, Georgia
0500000US13101,"Echols County, Georgia",17.7,15.4,28.6,20.3,18.0,30965.0,23.5,Echols County, Georgia
0500000US13103,"Effingham County, Georgia",32.6,13.4,20.8,14.1,19.1,37572.0,8.9,Effingham County, Georgia
0500000US13105,"Elbert County, Georgia",24.5,16.8,22.2,10.5,26.1,26664.0,13.2,Elbert County, Georgia
0500000US13107,"Emanuel County, Georgia",28.3,17.5,17.1,14.4,22.7,27650.0,17.7,Emanuel County, Georgia
0500000US13109,"Evans County, Georgia",24.5,16.2,22.5,15.7,21.0,25914.0,16.9,Evans County, Georgia
0500000US13111,"Fannin County, Georgia",29.8,20.2,23.4,15.2,11.4,28476.0,13.9,Fannin County, Georgia
0500000US13113,"Fayette County, Georgia",45.6,12.7,21.5,8.0,12.2,45833.0,7.2,Fayette County, Georgia
0500000US13115,"Floyd County, Georgia",31.4,18.8,19.5,10.1,20.3,29122.0,13.5,Floyd County, Georgia
0500000US13117,"Forsyth County, Georgia",52.8,11.6,23.0,5.5,7.2,50797.0,8.8,Forsyth County, Georgia
0500000US13119,"Franklin County, Georgia",30.7,16.1,18.1,13.6,21.5,27375.0,14.7,Franklin County, Georgia
0500000US13121,"Fulton County, Georgia",51.7,14.2,21.5,3.7,8.9,42480.0,10.3,Fulton County, Georgia
0500000US13123,"Gilmer County, Georgia",27.1,19.2,21.0,15.4,17.4,26466.0,19.9,Gilmer County, Georgia
0500000US13125,"Glascock County, Georgia",28.6,16.5,23.2,12.4,19.3,33029.0,7.2,Glascock County, Georgia
0500000US13127,"Glynn County, Georgia",34.5,22.6,21.4,9.0,12.5,30502.0,14.1,Glynn County, Georgia
0500000US13129,"Gordon County, Georgia",24.0,15.5,21.9,12.9,25.7,30067.0,15.3,Gordon County, Georgia
0500000US13131,"Grady County, Georgia",30.2,15.0,19.2,16.4,19.1,29012.0,18.7,Grady County, Georgia
